全国编号,地区编号,名称,属性,普通特性,隐藏特性,类别,身高,体重,捕获率,种族值
#0738,#036,锹农炮虫,虫/电,飘浮,,锹形虫宝可梦,1.5m,45.0kg,45,"['77', '70', '90', '145', '75', '43', '500']"
#0438,#037,盆才怪,岩石,坚硬脑袋/结实,胆怯,盆栽宝可梦,0.5m,15.0kg,255,"['50', '80', '95', '10', '45', '10', '290']"
#0185,#038,树才怪,岩石,坚硬脑袋/结实,胆怯,模仿宝可梦,1.2m,38.0kg,65,"['70', '100', '115', '30', '65', '30', '410']"
#0440,#039,小福蛋,一般,天恩/自然回复,友情防守,家家酒宝可梦,0.6m,24.4kg,130,"['100', '5', '5', '15', '65', '30', '220']"
#0113,#040,吉利蛋,一般,天恩/自然回复,治愈之心,蛋宝可梦,1.1m,34.6kg,30,"['250', '5', '5', '35', '105', '50', '450']"
#0242,#041,幸福蛋,一般,天恩/自然回复,治愈之心,幸福宝可梦,1.5m,46.8kg,30,"['255', '10', '10', '75', '135', '55', '540']"
#0446,#042,小卡比兽,一般,厚脂肪/捡拾,贪吃鬼,大胃王宝可梦,0.6m,105.0kg,50,"['135', '85', '40', '40', '85', '5', '390']"
#0143,#043,卡比兽,一般,免疫/厚脂肪,贪吃鬼,瞌睡宝可梦,2.1m,460.0kg,25,"['160', '110', '65', '65', '110', '30', '540']"
#0079,#044,呆呆兽,水/超能力,迟钝/我行我素,再生力,憨憨宝可梦,1.2m,36.0kg,190,"['90', '65', '65', '40', '40', '15', '315']"
#0080,#045,呆壳兽,水/超能力,迟钝/我行我素,再生力,寄居蟹宝可梦,1.6m,78.5kg,75,"['95', '75', '110', '100', '80', '30', '490']"
#0199,#046,呆呆王,水/超能力,迟钝/我行我素,再生力,王者宝可梦,2.0m,79.5kg,70,"['95', '75', '80', '100', '110', '30', '490']"
#0278,#047,长翅鸥,水/飞行,锐利目光/湿润之躯,雨盘,海鸥宝可梦,0.6m,9.5kg,190,"['40', '30', '30', '55', '30', '85', '270']"
#0279,#048,大嘴鸥,水/飞行,锐利目光/降雨,雨盘,水鸟宝可梦,1.2m,28.0kg,45,"['60', '50', '100', '95', '70', '65', '440']"
#0063,#049,凯西,超能力,精神力/同步,魔法防守,念力宝可梦,0.9m,19.5kg,200,"['25', '20', '15', '105', '55', '90', '310']"
#0064,#050,勇基拉,超能力,精神力/同步,魔法防守,念力宝可梦,1.3m,56.5kg,100,"['40', '35', '30', '120', '70', '105', '400']"
#0065,#051,胡地,超能力,精神力/同步,魔法防守,念力宝可梦,1.5m,48.0kg,50,"['55', '50', '45', '135', '95', '120', '500']"
#0052,#052,喵喵,恶,技术高手/捡拾,紧张感,妖怪猫宝可梦,0.4m,4.2kg,255,"['40', '45', '35', '40', '40', '90', '290']"
#0053,#053,猫老大,恶,技术高手/柔软,紧张感,暹罗猫宝可梦,1.0m,32.0kg,90,"['65', '70', '60', '65', '65', '115', '440']"
#0081,#054,小磁怪,电/钢,磁力/结实,分析,磁铁宝可梦,0.3m,6.0kg,190,"['25', '35', '70', '95', '55', '45', '325']"
#0082,#055,三合一磁怪,电/钢,磁力/结实,分析,磁铁宝可梦,1.0m,60.0kg,60,"['50', '60', '95', '120', '70', '70', '465']"
#0462,#056,自爆磁怪,电/钢,磁力/结实,分析,磁场宝可梦,1.2m,180.0kg,30,"['70', '70', '115', '130', '90', '60', '535']"
#0088,#057,臭泥,毒/恶,黏着/恶臭,毒手,污泥宝可梦,0.9m,30.0kg,190,"['80', '80', '50', '40', '50', '25', '325']"
#0089,#058,臭臭泥,毒/恶,黏着/恶臭,毒手,污泥宝可梦,1.2m,30.0kg,75,"['105', '105', '75', '65', '100', '50', '500']"
#0439,#059,魔尼尼,超能力/妖精,隔音/过滤,技术高手,默剧宝可梦,0.6m,13.0kg,145,"['20', '25', '45', '70', '90', '60', '310']"
#0122,#060,魔墙人偶,超能力/妖精,隔音/过滤,技术高手,屏障宝可梦,1.3m,54.5kg,45,"['40', '45', '65', '100', '120', '90', '460']"
#0023,#061,阿柏蛇,毒,威吓/蜕皮,紧张感,蛇宝可梦,2.0m,6.9kg,255,"['35', '60', '44', '40', '54', '55', '288']"
#0024,#062,阿柏怪,毒,威吓/蜕皮,紧张感,眼镜蛇宝可梦,3.5m,65.0kg,90,"['60', '95', '69', '65', '79', '80', '448']"
#0206,#063,土龙弟弟,一般,天恩/逃跑,胆怯,地蛇宝可梦,1.5m,14.0kg,190,"['100', '70', '70', '65', '65', '45', '415']"
#0058,#064,卡蒂狗,火,威吓/引火,正义之心,小狗宝可梦,0.7m,19.0kg,190,"['55', '70', '45', '70', '50', '60', '350']"
#0059,#065,风速狗,火,威吓/引火,正义之心,传说宝可梦,1.9m,155.0kg,75,"['90', '110', '80', '100', '80', '95', '555']"
#0096,#066,催眠貘,超能力,不眠/预知梦,精神力,催眠宝可梦,1.0m,32.4kg,190,"['60', '48', '45', '43', '90', '42', '328']"
#0097,#067,引梦貘人,超能力,不眠/预知梦,精神力,催眠宝可梦,1.6m,75.6kg,75,"['85', '73', '70', '73', '115', '67', '483']"
#0296,#068,幕下力士,格斗,毅力/厚脂肪,强行,毅力宝可梦,1.0m,86.4kg,180,"['72', '60', '30', '20', '30', '25', '237']"
#0297,#069,铁掌力士,格斗,毅力/厚脂肪,强行,猛推宝可梦,2.3m,253.8kg,200,"['144', '120', '60', '40', '60', '50', '474']"
#0235,#070,图图犬,一般,我行我素/技术高手,心情不定,画画宝可梦,1.2m,58.0kg,45,"['55', '20', '35', '20', '45', '75', '250']"
#0739,#071,好胜蟹,格斗,怪力钳/铁拳,愤怒穴位,拳斗宝可梦,0.6m,7.0kg,225,"['47', '82', '57', '42', '47', '63', '338']"
#0740,#072,好胜毛蟹,格斗/冰,怪力钳/铁拳,愤怒穴位,毛蟹宝可梦,1.7m,180.0kg,60,"['97', '132', '77', '62', '67', '43', '478']"
#0092,#073,鬼斯,幽灵/毒,飘浮,,气体状宝可梦,1.3m,0.1kg,190,"['30', '35', '30', '100', '35', '80', '310']"
#0093,#074,鬼斯通,幽灵/毒,飘浮,,气体状宝可梦,1.6m,0.1kg,90,"['45', '50', '45', '115', '55', '95', '405']"
#0094,#075,耿鬼,幽灵/毒,诅咒之躯,,影子宝可梦,1.5m,40.5kg,45,"['60', '65', '60', '130', '75', '110', '500']"
#0425,#076,飘飘球,幽灵/飞行,引爆/轻装,受热激升,气球宝可梦,0.4m,1.2kg,125,"['90', '50', '34', '60', '44', '70', '348']"
#0426,#077,随风球,幽灵/飞行,引爆/轻装,受热激升,热气球宝可梦,1.2m,15.0kg,60,"['150', '80', '44', '90', '54', '80', '498']"
#0198,#078,黑暗鸦,惡/飛行,不眠/超幸运,恶作剧之心,黑暗宝可梦,0.5m,2.1kg,30,"['60', '85', '42', '85', '42', '91', '405']"
#0430,#079,乌鸦头头,惡/飛行,不眠/超幸运,自信过度,大头目宝可梦,0.9m,27.3kg,30,"['100', '125', '52', '105', '52', '71', '505']"
#0041,#080,超音蝠,毒/飞行,精神力,穿透,蝙蝠宝可梦,0.8m,7.5kg,255,"['40', '45', '35', '30', '40', '55', '245']"
#0042,#081,大嘴蝠,毒/飞行,精神力,穿透,蝙蝠宝可梦,1.6m,55.0kg,90,"['75', '80', '70', '65', '75', '90', '455']"
#0169,#082,叉字蝠,毒/飞行,精神力,穿透,蝙蝠宝可梦,1.8m,75.0kg,90,"['85', '90', '80', '70', '80', '130', '535']"
#0714,#083,嗡蝠,飛行/龍,察觉/穿透,心灵感应,音波宝可梦,0.5m,8.0kg,190,"['40', '30', '35', '45', '40', '55', '245']"
#0715,#084,音波龙,飛行/龍,察觉/穿透,心灵感应,音波宝可梦,1.5m,85.0kg,45,"['85', '70', '80', '97', '80', '123', '535']"
#0050,#085,地鼠,地面/钢,沙隐/沙穴,沙之力,鼹鼠宝可梦,0.2m,0.8kg,255,"['10', '55', '25', '35', '45', '95', '265']"
#0051,#086,三地鼠,地面/钢,沙隐/沙穴,沙之力,鼹鼠宝可梦,0.7m,33.3kg,50,"['35', '100', '50', '50', '70', '120', '425']"
#0021,#087,烈雀,一般/飞行,锐利目光,狙击手,小鸟宝可梦,0.3m,2.0kg,255,"['40', '60', '30', '31', '31', '70', '262']"
#0022,#088,大嘴雀,一般/飞行,锐利目光,狙击手,鸟嘴宝可梦,1.2m,38.0kg,90,"['65', '90', '65', '61', '61', '100', '442']"
#0627,#089,毛头小鹰,一般/飞行,锐利目光/强行,活力,雏鹰宝可梦,0.5m,10.5kg,190,"['70', '83', '50', '37', '50', '60', '350']"
#0628,#090,勇士雄鹰,一般/飞行,锐利目光/强行,不服输,勇猛宝可梦,1.5m,41.0kg,60,"['100', '123', '75', '57', '75', '80', '510']"
#0629,#091,秃鹰丫头,恶/飞行,健壮胸肌/防尘,碎裂铠甲,尿布宝可梦,0.5m,9.0kg,190,"['70', '55', '75', '45', '65', '60', '370']"
#0630,#092,秃鹰娜,恶/飞行,健壮胸肌/防尘,碎裂铠甲,骨鹰宝可梦,1.2m,39.5kg,60,"['110', '65', '105', '55', '95', '80', '510']"
#0056,#093,猴怪,格斗,干劲/愤怒穴位,不服输,猪猴宝可梦,0.5m,28.0kg,190,"['40', '80', '35', '35', '45', '70', '305']"
#0057,#094,火暴猴,格斗,干劲/愤怒穴位,不服输,豬猴宝可梦,1.0m,32.0kg,75,"['65', '105', '60', '60', '70', '95', '455']"
#0225,#095,信使鸟,冰/飞行,干劲/活力,不眠,搬运宝可梦,0.9m,16.0kg,45,"['45', '55', '45', '65', '45', '75', '330']"
#0701,#096,摔角鹰人,格鬥/飛行,轻装/柔软,破格,摔角宝可梦,0.8m,21.5kg,100,"['78', '92', '75', '74', '63', '118', '500']"
#0741,#097,花舞鸟,电/飞行,舞者,,舞蹈宝可梦,0.6m,3.4kg,45,"['75', '70', '70', '98', '70', '93', '476']"
#0742,#098,萌虻,虫/妖精,鳞粉/采蜜,甜幕,蜂虻宝可梦,0.1m,0.2kg,190,"['40', '45', '40', '55', '40', '84', '304']"
#0743,#099,蝶结萌虻,虫/妖精,鳞粉/采蜜,甜幕,蜂虻宝可梦,0.2m,0.5kg,75,"['60', '55', '60', '95', '70', '124', '464']"
#0669,#100,花蓓蓓,妖精,花幕,共生,单朵宝可梦,0.1m,0.1kg,225,"['44', '38', '39', '61', '79', '42', '303']"
#0670,#101,花叶蒂,妖精,花幕,共生,单朵宝可梦,0.2m,0.9kg,120,"['54', '45', '47', '75', '98', '52', '371']"
#0671,#102,花洁夫人,妖精,花幕,共生,花园宝可梦,1.1m,10.0kg,45,"['78', '65', '68', '112', '154', '75', '552']"
#0548,#103,百合根娃娃,草,叶绿素/我行我素,叶子防守,根茎宝可梦,0.5m,6.6kg,190,"['45', '35', '50', '70', '50', '30', '280']"
#0549,#104,裙儿小姐,草,叶绿素/我行我素,叶子防守,花饰宝可梦,1.1m,16.3kg,75,"['70', '60', '75', '110', '75', '90', '480']"
#0546,#105,木棉球,草/妖精,恶作剧之心/穿透,叶绿素,棉球宝可梦,0.3m,0.6kg,190,"['40', '27', '60', '37', '50', '66', '280']"
#0547,#106,风妖精,草/妖精,恶作剧之心/穿透,叶绿素,风隐宝可梦,0.7m,6.6kg,75,"['60', '67', '85', '77', '75', '116', '480']"
#0054,#107,可达鸭,水,无关天气/湿气,悠游自如,鸭宝可梦,0.8m,19.6kg,190,"['50', '52', '48', '65', '50', '55', '320']"
#0055,#108,哥达鸭,水,无关天气/湿气,悠游自如,鸭宝可梦,1.7m,76.6kg,75,"['80', '82', '78', '95', '80', '85', '500']"
#0238,#109,迷唇娃,冰/超能力,预知梦/迟钝,湿润之躯,亲吻宝可梦,0.4m,6.0kg,45,"['45', '30', '15', '85', '65', '65', '305']"
#0124,#110,迷唇姐,冰/超能力,预知梦/迟钝,干燥皮肤,人形宝可梦,1.4m,40.6kg,45,"['65', '50', '35', '115', '95', '95', '455']"
#0129,#111,鲤鱼王,水,悠游自如,胆怯,鱼宝可梦,0.9m,10.0kg,255,"['20', '10', '55', '15', '20', '80', '200']"
#0130,#112,暴鲤龙,水/飞行,威吓,自信过度,凶恶宝可梦,6.5m,235.0kg,45,"['95', '125', '79', '60', '100', '81', '540']"
#0339,#113,泥泥鳅,水/地面,迟钝/危险预知,湿润之躯,须鱼宝可梦,0.4m,1.9kg,190,"['50', '48', '43', '46', '41', '60', '288']"
#0340,#114,鲶鱼王,水/地面,迟钝/危险预知,湿润之躯,须鱼宝可梦,0.9m,23.6kg,75,"['110', '78', '73', '76', '71', '60', '468']"
#0086,#115,小海狮,水,厚脂肪/湿润之躯,冰冻之躯,海狮宝可梦,1.1m,90.0kg,190,"['65', '45', '55', '45', '70', '45', '325']"
#0087,#116,白海狮,水/冰,厚脂肪/湿润之躯,冰冻之躯,海狮宝可梦,1.7m,120.0kg,75,"['90', '70', '80', '70', '95', '70', '475']"
#0066,#117,腕力,格斗,毅力/无防守,不屈之心,怪力宝可梦,0.8m,19.5kg,180,"['70', '80', '50', '35', '35', '35', '305']"
#0067,#118,豪力,格斗,毅力/无防守,不屈之心,怪力宝可梦,1.5m,70.5kg,90,"['80', '100', '70', '50', '60', '45', '405']"
#0068,#119,怪力,格斗,毅力/无防守,不屈之心,怪力宝可梦,1.6m,130.0kg,45,"['90', '130', '80', '65', '85', '55', '505']"
#0524,#120,石丸子,岩石,结实/碎裂铠甲,沙之力,地幔宝可梦,0.4m,18.0kg,255,"['55', '75', '85', '25', '25', '15', '280']"
#0525,#121,地幔岩,岩石,结实/碎裂铠甲,沙之力,矿石宝可梦,0.9m,102.0kg,120,"['70', '105', '105', '50', '40', '20', '390']"
#0526,#122,庞岩怪,岩石,结实/扬沙,沙之力,高压宝可梦,1.7m,260.0kg,45,"['85', '135', '130', '60', '80', '25', '515']"
#0703,#123,小碎钻,岩石/妖精,恆淨之軀,结实,宝石宝可梦,0.3m,5.7kg,60,"['50', '50', '150', '50', '150', '50', '500']"
#0302,#124,勾魂眼,恶/幽灵,锐利目光/慢出,恶作剧之心,黑暗宝可梦,0.5m,11.0kg,45,"['50', '75', '75', '65', '65', '50', '380']"
#0303,#125,大嘴娃,鋼/妖精,怪力钳/威吓,强行,欺骗宝可梦,0.6m,11.5kg,45,"['50', '85', '85', '55', '55', '50', '380']"
#0744,#126,岩狗狗,岩石,干劲/锐利目光,不屈之心,小狗宝可梦,0.5m,9.2kg,190,"['45', '65', '40', '30', '40', '60', '280']"
#0745,#127,鬃岩狼人,岩石,锐利目光/拨沙,不屈之心,狼宝可梦,0.8m,25.0kg,90,"['75', '115', '65', '55', '65', '112', '487']"
#0327,#128,晃晃斑,一般,蹒跚/我行我素,唱反调,斑点熊猫宝可梦,1.1m,5.0kg,255,"['60', '60', '60', '60', '60', '60', '360']"
#0072,#129,玛瑙水母,水/毒,污泥浆/恒净之躯,雨盘,水母宝可梦,0.9m,45.5kg,190,"['40', '40', '35', '50', '100', '70', '335']"
#0073,#130,毒刺水母,水/毒,污泥浆/恒净之躯,雨盘,水母宝可梦,1.6m,55.0kg,60,"['80', '70', '65', '80', '120', '100', '515']"
#0456,#131,荧光鱼,水,引水/悠游自如,水幕,飞翅鱼宝可梦,0.4m,7.0kg,190,"['49', '49', '56', '49', '61', '66', '330']"
#0457,#132,霓虹鱼,水,引水/悠游自如,水幕,霓虹宝可梦,1.2m,24.0kg,75,"['69', '69', '76', '69', '86', '91', '460']"
#0746,#133,弱丁鱼,水,鱼群,,小鱼宝可梦,0.2m,0.3kg,60,"['45', '20', '20', '25', '25', '40', '175']"
#0370,#134,爱心鱼,水,悠游自如,湿润之躯,相随宝可梦,0.6m,8.7kg,225,"['43', '30', '55', '40', '65', '97', '330']"
#0222,#135,太阳珊瑚,水/岩石,自然回复/活力,再生力,珊瑚宝可梦,0.6m,5.0kg,60,"['65', '55', '95', '65', '95', '35', '410']"
#0747,#136,好坏星,毒/水,不仁不义/柔软,再生力,非星宝可梦,0.4m,8.0kg,190,"['50', '53', '62', '43', '52', '45', '305']"
#0748,#137,超坏星,毒/水,不仁不义/柔软,再生力,非星宝可梦,0.7m,14.5kg,75,"['50', '63', '152', '53', '142', '35', '495']"
#0090,#138,大舌贝,水,硬壳盔甲/连续攻击,防尘,双壳贝宝可梦,0.3m,4.0kg,190,"['30', '65', '100', '45', '25', '40', '305']"
#0091,#139,刺甲贝,水/冰,硬壳盔甲/连续攻击,防尘,双壳贝宝可梦,1.5m,132.5kg,60,"['50', '95', '180', '85', '45', '70', '525']"
#0366,#140,珍珠贝,水,硬壳盔甲,胆怯,双壳贝宝可梦,0.4m,52.5kg,255,"['35', '64', '85', '74', '55', '32', '345']"
#0367,#141,猎斑鱼,水,悠游自如,水幕,深海宝可梦,1.7m,27.0kg,60,"['55', '104', '105', '94', '75', '52', '485']"
#0368,#142,樱花鱼,水,悠游自如,湿润之躯,南海宝可梦,1.8m,22.6kg,60,"['55', '84', '105', '114', '75', '52', '485']"
#0223,#143,铁炮鱼,水,活力/狙击手,心情不定,喷射宝可梦,0.6m,12.0kg,190,"['35', '65', '35', '65', '35', '65', '300']"
#0224,#144,章鱼桶,水,吸盘/狙击手,心情不定,喷射宝可梦,0.9m,28.5kg,75,"['75', '105', '75', '105', '75', '45', '480']"
#0458,#145,小球飞鱼,水/飛行,储水/悠游自如,水幕,风筝宝可梦,1.0m,65.0kg,25,"['45', '20', '50', '60', '120', '50', '345']"
#0226,#146,巨翅飞鱼,水/飛行,储水/悠游自如,水幕,风筝宝可梦,2.1m,220.0kg,25,"['85', '40', '70', '80', '140', '70', '485']"
#0371,#147,宝贝龙,龙,坚硬脑袋,强行,坚硬脑袋宝可梦,0.6m,42.1kg,45,"['45', '75', '60', '40', '30', '50', '300']"
#0372,#148,甲壳龙,龙,坚硬脑袋,防尘,耐力宝可梦,1.1m,110.5kg,45,"['65', '95', '100', '60', '50', '50', '420']"
#0373,#149,暴飞龙,龙/飞行,威吓,自信过度,龙宝可梦,1.5m,102.6kg,45,"['95', '135', '80', '110', '80', '100', '600']"
#0506,#150,小约克,一般,干劲/捡拾,逃跑,小狗宝可梦,0.4m,4.1kg,255,"['45', '60', '45', '25', '45', '55', '275']"
#0507,#151,哈约克,一般,威吓/拨沙,胆量,忠犬宝可梦,0.9m,14.7kg,120,"['65', '80', '65', '35', '65', '60', '370']"
#0508,#152,长毛狗,一般,威吓/拨沙,胆量,宽大宝可梦,1.2m,61.0kg,45,"['85', '110', '90', '45', '90', '80', '500']"
#0133,#153,伊布,一般,适应力/逃跑,危险预知,进化宝可梦,0.3m,6.5kg,45,"['55', '55', '50', '45', '65', '55', '325']"
#0134,#154,水伊布,水,储水,湿润之躯,吐泡宝可梦,1.0m,29.0kg,45,"['130', '65', '60', '110', '95', '65', '525']"
#0135,#155,雷伊布,電,蓄电,飞毛腿,雷宝可梦,0.8m,24.5kg,45,"['65', '65', '60', '110', '95', '130', '525']"
#0136,#156,火伊布,火,引火,毅力,火宝可梦,0.9m,25.0kg,45,"['65', '130', '60', '95', '110', '65', '525']"
#0196,#157,太阳伊布,超能力,同步,魔法镜,太阳宝可梦,0.9m,26.5kg,45,"['65', '65', '60', '130', '95', '110', '525']"
#0197,#158,月亮伊布,惡,同步,精神力,月光宝可梦,1.0m,27.0kg,45,"['95', '65', '110', '60', '130', '65', '525']"
#0470,#159,叶伊布,草,叶子防守,叶绿素,新绿宝可梦,1.0m,25.5kg,45,"['65', '110', '130', '60', '65', '95', '525']"
#0471,#160,冰伊布,冰,雪隐,冰冻之躯,新雪宝可梦,0.8m,25.9kg,45,"['65', '60', '110', '130', '95', '65', '525']"
#0700,#161,仙子伊布,妖精,迷人之軀,妖精皮肤,连结宝可梦,1.0m,23.5kg,45,"['95', '65', '65', '110', '130', '60', '525']"
#0179,#162,咩利羊,電,静电,正电,绵毛宝可梦,0.6m,7.8kg,235,"['55', '40', '40', '65', '45', '35', '280']"
#0180,#163,茸茸羊,電,静电,正电,绵毛宝可梦,0.8m,13.3kg,120,"['70', '55', '55', '80', '60', '45', '365']"
#0181,#164,电龙,電,静电,正电,灯宝可梦,1.4m,61.5kg,45,"['90', '75', '85', '115', '90', '55', '510']"
#0749,#165,泥驴仔,地面,我行我素/持久力,精神力,驴宝可梦,1.0m,110.0kg,190,"['70', '100', '70', '45', '55', '45', '385']"
#0750,#166,重泥挽马,地面,我行我素/持久力,精神力,挽马宝可梦,2.5m,920.0kg,60,"['100', '125', '100', '55', '85', '35', '500']"
#0174,#167,宝宝丁,一般/妖精,迷人之躯/好胜,友情防守,气球宝可梦,0.3m,1.0kg,170,"['90', '30', '15', '40', '20', '15', '210']"
#0039,#168,胖丁,一般/妖精,迷人之躯/好胜,友情防守,气球宝可梦,0.5m,5.5kg,170,"['115', '45', '20', '45', '25', '20', '270']"
#0040,#169,胖可丁,一般/妖精,迷人之躯/好胜,察觉,气球宝可梦,1.0m,12.0kg,50,"['140', '70', '45', '85', '50', '45', '435']"
#0128,#170,肯泰罗,一般,威吓/愤怒穴位,强行,暴牛宝可梦,1.4m,88.4kg,45,"['75', '100', '95', '40', '70', '110', '490']"
#0241,#171,大奶罐,一般,胆量/厚脂肪,食草,奶牛宝可梦,1.2m,75.5kg,45,"['95', '80', '105', '40', '70', '100', '490']"
#0283,#172,溜溜糖球,蟲/水,悠游自如,雨盘,水黾宝可梦,0.5m,1.7kg,200,"['40', '30', '32', '50', '52', '65', '269']"
#0284,#173,雨翅蛾,蟲/飛行,威吓,紧张感,眼珠宝可梦,0.8m,3.6kg,75,"['70', '60', '62', '100', '82', '80', '454']"
#0751,#174,滴蛛,水/蟲,水泡,储水,水泡宝可梦,0.3m,4.0kg,200,"['38', '40', '52', '40', '72', '27', '269']"
#0752,#175,滴蛛霸,水/蟲,水泡,储水,水泡宝可梦,1.8m,82.0kg,100,"['68', '70', '92', '50', '132', '42', '454']"
#0753,#176,伪螳草,草,叶子防守,唱反调,镰草宝可梦,0.3m,1.5kg,190,"['40', '55', '35', '50', '35', '35', '250']"
#0754,#177,兰螳花,草,叶子防守,唱反调,花镰宝可梦,0.9m,18.5kg,75,"['70', '105', '90', '80', '90', '45', '480']"
#0755,#178,睡睡菇,草/妖精,发光/孢子,雨盘,发光宝可梦,0.2m,1.5kg,190,"['40', '35', '55', '65', '75', '15', '285']"
