全国编号,地区编号,名称,属性,普通特性,隐藏特性,类别,身高,体重,捕获率,种族值
#0460,#032,暴雪王,草/冰,降雪,隔音,树冰宝可梦,2.2m,135.5kg,60,"['90', '92', '75', '92', '85', '60', '494']"
#0708,#033,小木灵,幽灵/草,察觉/自然回复,收获,树桩宝可梦,0.4m,7.0kg,120,"['43', '70', '48', '50', '60', '38', '309']"
#0709,#034,朽木妖,幽灵/草,察觉/自然回复,收获,老树宝可梦,1.5m,71.0kg,60,"['85', '110', '76', '65', '82', '56', '474']"
#0333,#035,青绵鸟,一般/飞行,自然回复,无关天气,绵鸟宝可梦,0.4m,1.2kg,255,"['45', '40', '60', '40', '75', '50', '310']"
#0334,#036,七夕青鸟,龙/飞行,自然回复,无关天气,哼唱宝可梦,1.1m,20.6kg,45,"['75', '70', '90', '70', '105', '80', '490']"
#0859,#037,捣蛋小妖,恶/妖精,察觉/恶作剧之心,顺手牵羊,捉弄宝可梦,0.4m,5.5kg,255,"['45', '45', '30', '55', '40', '50', '265']"
#0860,#038,诈唬魔,恶/妖精,察觉/恶作剧之心,顺手牵羊,坏心眼宝可梦,0.8m,12.5kg,120,"['65', '60', '45', '75', '55', '70', '370']"
#0861,#039,长毛巨魔,恶/妖精,察觉/恶作剧之心,顺手牵羊,健美宝可梦,1.5m,61.0kg,45,"['95', '120', '65', '95', '75', '60', '510']"
#0856,#040,迷布莉姆,超能力,治愈之心/危险预知,魔法镜,宁静宝可梦,0.4m,3.4kg,235,"['42', '30', '45', '56', '53', '39', '265']"
#0857,#041,提布莉姆,超能力,治愈之心/危险预知,魔法镜,肃静宝可梦,0.6m,4.8kg,120,"['57', '40', '65', '86', '73', '49', '370']"
#0858,#042,布莉姆温,超能力/妖精,治愈之心/危险预知,魔法镜,寂静宝可梦,2.1m,5.1kg,45,"['57', '90', '95', '136', '103', '29', '510']"
#0173,#043,皮宝宝,妖精,迷人之躯/魔法防守,友情防守,星形宝可梦,0.3m,3.0kg,150,"['50', '25', '28', '45', '55', '15', '218']"
#0035,#044,皮皮,妖精,迷人之躯/魔法防守,友情防守,妖精宝可梦,0.6m,7.5kg,150,"['70', '45', '48', '60', '65', '35', '323']"
#0036,#045,皮可西,妖精,迷人之躯/魔法防守,纯朴,妖精宝可梦,1.3m,40.0kg,25,"['95', '70', '73', '95', '90', '60', '483']"
#0778,#046,谜拟Ｑ,幽灵/妖精,画皮,,画皮宝可梦,0.2m,0.7kg,45,"['55', '90', '80', '50', '105', '96', '476']"
#0442,#047,花岩怪,幽灵/恶,压迫感,穿透,封印宝可梦,1.0m,108.0kg,100,"['50', '92', '108', '92', '108', '35', '485']"
#0607,#048,烛光灵,幽灵/火,火焰之躯/引火,穿透,蜡烛宝可梦,0.3m,3.1kg,190,"['50', '30', '55', '65', '55', '20', '275']"
#0608,#049,灯火幽灵,幽灵/火,火焰之躯/引火,穿透,油灯宝可梦,0.6m,13.0kg,90,"['60', '40', '60', '95', '60', '55', '370']"
#0609,#050,水晶灯火灵,幽灵/火,火焰之躯/引火,穿透,引诱宝可梦,1.0m,34.3kg,45,"['60', '55', '90', '145', '90', '80', '520']"
#0574,#051,哥德宝宝,超能力,察觉/好胜,踩影,凝视宝可梦,0.4m,5.8kg,200,"['45', '30', '50', '55', '65', '45', '290']"
#0575,#052,哥德小童,超能力,好勝/察觉,踩影,操纵宝可梦,0.7m,18.0kg,100,"['60', '45', '70', '75', '85', '55', '390']"
#0576,#053,哥德小姐,超能力,好勝/察觉,踩影,天体宝可梦,1.5m,44.0kg,50,"['70', '55', '95', '95', '110', '65', '490']"
#0577,#054,单卵细胞球,超能力,防尘/魔法防守,再生力,细胞宝可梦,0.3m,1.0kg,200,"['45', '30', '40', '105', '50', '20', '290']"
#0578,#055,双卵细胞球,超能力,防尘/魔法防守,再生力,分割宝可梦,0.6m,8.0kg,100,"['65', '40', '50', '125', '60', '30', '370']"
#0579,#056,人造细胞卵,超能力,防尘/魔法防守,再生力,增幅宝可梦,1.0m,20.1kg,50,"['110', '65', '75', '125', '85', '30', '490']"
#0532,#057,搬运小匠,格斗,毅力/强行,铁拳,筋骨宝可梦,0.6m,12.5kg,180,"['75', '80', '55', '25', '35', '35', '305']"
#0533,#058,铁骨土人,格斗,毅力/强行,铁拳,筋骨宝可梦,1.2m,40.0kg,90,"['85', '105', '85', '40', '50', '40', '405']"
#0534,#059,修建老匠,格斗,毅力/强行,铁拳,筋骨宝可梦,1.4m,87.0kg,45,"['105', '140', '95', '55', '65', '45', '505']"
#0339,#060,泥泥鳅,水/地面,迟钝/危险预知,湿润之躯,须鱼宝可梦,0.4m,1.9kg,190,"['50', '48', '43', '46', '41', '60', '288']"
#0340,#061,鲶鱼王,水/地面,迟钝/危险预知,湿润之躯,须鱼宝可梦,0.9m,23.6kg,75,"['110', '78', '73', '76', '71', '60', '468']"
#0129,#062,鲤鱼王,水,悠游自如,胆怯,鱼宝可梦,0.9m,10.0kg,255,"['20', '10', '55', '15', '20', '80', '200']"
#0130,#063,暴鲤龙,水/飞行,威吓,自信过度,凶恶宝可梦,6.5m,235.0kg,45,"['95', '125', '79', '60', '100', '81', '540']"
#0550,#064,野蛮鲈鱼,水,適應力/舍身,破格,粗暴宝可梦,1.0m,18.0kg,190,"['70', '92', '65', '80', '55', '98', '460']"
#0029,#065,尼多兰,毒,毒刺/斗争心,活力,毒针宝可梦,0.4m,7.0kg,235,"['55', '47', '52', '40', '40', '41', '275']"
#0030,#066,尼多娜,毒,毒刺/斗争心,活力,毒针宝可梦,0.8m,20.0kg,120,"['70', '62', '67', '55', '55', '56', '365']"
#0031,#067,尼多后,毒/地面,毒刺/斗争心,强行,钻锥宝可梦,1.3m,60.0kg,45,"['90', '92', '87', '75', '85', '76', '505']"
#0032,#068,尼多朗,毒,毒刺/斗争心,活力,毒针宝可梦,0.5m,9.0kg,235,"['46', '57', '40', '40', '40', '50', '273']"
#0033,#069,尼多力诺,毒,毒刺/斗争心,活力,毒针宝可梦,0.9m,19.5kg,120,"['61', '72', '57', '55', '55', '65', '365']"
#0034,#070,尼多王,毒/地面,毒刺/斗争心,强行,钻锥宝可梦,1.4m,62.0kg,45,"['81', '102', '77', '85', '75', '85', '505']"
#0263,#071,蛇纹熊,恶/一般,捡拾/贪吃鬼,飞毛腿,豆狸宝可梦,0.4m,17.5kg,255,"['38', '30', '41', '30', '41', '60', '240']"
#0264,#072,直冲熊,恶/一般,捡拾/贪吃鬼,飞毛腿,猛冲宝可梦,0.5m,32.5kg,90,"['78', '70', '61', '50', '61', '100', '420']"
#0862,#073,堵拦熊,恶/一般,捨身/毅力,不服输,停止宝可梦,1.6m,46.0kg,45,"['93', '90', '101', '60', '81', '95', '520']"
#0133,#074,伊布,一般,逃跑/适应力,危险预知,进化宝可梦,0.3m,6.5kg,45,"['55', '55', '50', '45', '65', '55', '325']"
#0134,#075,水伊布,水,储水,湿润之躯,吐泡宝可梦,1.0m,29.0kg,45,"['130', '65', '60', '110', '95', '65', '525']"
#0135,#076,雷伊布,电,蓄电,飞毛腿,雷宝可梦,0.8m,24.5kg,45,"['65', '65', '60', '110', '95', '130', '525']"
#0136,#077,火伊布,火,引火,毅力,火宝可梦,0.9m,25.0kg,45,"['65', '130', '60', '95', '110', '65', '525']"
#0196,#078,太阳伊布,超能力,同步,魔法镜,太阳宝可梦,0.9m,26.5kg,45,"['65', '65', '60', '130', '95', '110', '525']"
#0197,#079,月亮伊布,恶,同步,精神力,月光宝可梦,1.0m,27.0kg,45,"['95', '65', '110', '60', '130', '65', '525']"
#0470,#080,叶伊布,草,叶子防守,叶绿素,新绿宝可梦,1.0m,25.5kg,45,"['65', '110', '130', '60', '65', '95', '525']"
#0471,#081,冰伊布,冰,雪隐,冰冻之躯,新雪宝可梦,0.8m,25.9kg,45,"['65', '60', '110', '130', '95', '65', '525']"
#0700,#082,仙子伊布,妖精,迷人之軀,妖精皮肤,连结宝可梦,1.0m,23.5kg,45,"['95', '65', '65', '110', '130', '60', '525']"
#0696,#083,宝宝暴龙,岩石/龙,强壮之颚,结实,幼君宝可梦,0.8m,26.0kg,45,"['58', '89', '77', '45', '45', '48', '362']"
#0697,#084,怪颚龙,岩石/龙,强壮之颚,坚硬脑袋,暴君宝可梦,2.5m,270.0kg,45,"['82', '121', '119', '69', '59', '71', '521']"
#0698,#085,冰雪龙,岩石/冰,冰冻皮肤,降雪,冻原宝可梦,1.3m,25.2kg,45,"['77', '59', '50', '67', '63', '46', '362']"
#0699,#086,冰雪巨龙,岩石/冰,冰凍皮膚,降雪,冻原宝可梦,2.7m,225.0kg,45,"['123', '77', '72', '99', '92', '58', '521']"
#0436,#087,铜镜怪,钢/超能力,飘浮/耐热,重金属,青铜宝可梦,0.5m,60.5kg,255,"['57', '24', '86', '24', '86', '23', '300']"
#0437,#088,青铜钟,钢/超能力,飘浮/耐热,重金属,铜钟宝可梦,1.3m,187.0kg,90,"['67', '89', '116', '79', '116', '33', '500']"
#0874,#089,巨石丁,岩石,能量点,,巨石宝可梦,2.5m,520.0kg,60,"['100', '125', '135', '20', '20', '70', '470']"
#0875,#090,冰砌鹅,冰,结冻头,,企鹅宝可梦,1.4m,89.0kg,60,"['75', '80', '110', '65', '90', '50', '470']"
#0751,#091,滴蛛,水/虫,水泡,储水,水泡宝可梦,0.3m,4.0kg,200,"['38', '40', '52', '40', '72', '27', '269']"
#0752,#092,滴蛛霸,水/虫,水泡,储水,水泡宝可梦,1.8m,82.0kg,100,"['68', '70', '92', '50', '132', '42', '454']"
#0595,#093,电电虫,虫/电,复眼/紧张感,蟲之預感,吸附宝可梦,0.1m,0.6kg,190,"['50', '47', '50', '57', '50', '65', '319']"
#0596,#094,电蜘蛛,虫/电,复眼/紧张感,蟲之預感,电蜘蛛宝可梦,0.8m,14.3kg,75,"['70', '77', '60', '97', '60', '108', '472']"
#0588,#095,盖盖虫,虫,虫之预感/蜕皮,无防守,啃咬宝可梦,0.5m,5.9kg,200,"['50', '75', '45', '40', '45', '60', '315']"
#0589,#096,骑士蜗牛,虫/钢,硬壳盔甲/蟲之預感,防尘,骑兵宝可梦,1.0m,33.0kg,75,"['70', '135', '105', '60', '105', '20', '495']"
#0616,#097,小嘴蜗,虫,硬壳盔甲/湿润之躯,防尘,蜗牛宝可梦,0.4m,7.7kg,200,"['50', '40', '85', '40', '65', '25', '305']"
#0617,#098,敏捷虫,虫,黏着/湿润之躯,轻装,脱壳宝可梦,0.8m,25.3kg,75,"['80', '70', '40', '100', '60', '145', '495']"
#0850,#099,烧火蚣,火/虫,白色煙霧/引火,火焰之躯,发热宝可梦,0.7m,1.0kg,190,"['50', '65', '45', '50', '50', '45', '305']"
#0851,#100,焚焰蚣,火/虫,白色煙霧/引火,火焰之躯,发热宝可梦,3.0m,120.0kg,75,"['100', '115', '65', '90', '90', '65', '525']"
#0632,#101,铁蚁,虫/钢,虫之预感/活力,懒惰,铁蚁宝可梦,0.3m,33.0kg,90,"['58', '109', '112', '48', '48', '109', '484']"
#0631,#102,熔蚁兽,火,引火/贪吃鬼,白色煙霧,食蚁兽宝可梦,1.4m,58.0kg,90,"['85', '97', '66', '105', '66', '65', '484']"
#0554,#103,火红不倒翁,冰,活力,精神力,不倒翁宝可梦,0.6m,37.5kg,120,"['70', '90', '45', '15', '45', '50', '315']"
#0555,#104,达摩狒狒,冰,強行,达摩模式,爆燃宝可梦,1.3m,92.9kg,60,"['105', '140', '55', '30', '55', '95', '480']"
#0077,#105,小火马,超能力,逃跑/引火,火焰之躯,火马宝可梦,1.0m,30.0kg,190,"['50', '85', '55', '65', '65', '90', '410']"
#0078,#106,烈焰马,超能力/妖精,逃跑/引火,火焰之躯,火马宝可梦,1.7m,95.0kg,60,"['65', '100', '70', '80', '80', '105', '500']"
#0359,#107,阿勃梭鲁,恶,压迫感/超幸运,正义之心,灾祸宝可梦,1.2m,47.0kg,30,"['65', '130', '60', '75', '60', '75', '465']"
#0878,#108,铜象,钢,强行,重金属,像铜宝可梦,1.2m,100.0kg,190,"['72', '80', '49', '40', '49', '40', '330']"
#0879,#109,大王铜象,钢,强行,重金属,像铜宝可梦,3.0m,650.0kg,90,"['122', '130', '69', '80', '69', '30', '500']"
#0885,#110,多龙梅西亚,龙/幽灵,穿透/恒净之躯,诅咒之躯,哀怨宝可梦,0.5m,2.0kg,45,"['28', '60', '30', '40', '30', '82', '270']"
#0886,#111,多龙奇,龙/幽灵,穿透/恒净之躯,诅咒之躯,保姆宝可梦,1.4m,11.0kg,45,"['68', '80', '50', '60', '50', '102', '410']"
#0887,#112,多龙巴鲁托,龙/幽灵,穿透/恒净之躯,诅咒之躯,隐形宝可梦,3.0m,50.0kg,45,"['88', '120', '75', '100', '75', '142', '600']"
#0371,#113,宝贝龙,龙,坚硬脑袋,强行,坚硬脑袋宝可梦,0.6m,42.1kg,45,"['45', '75', '60', '40', '30', '50', '300']"
#0372,#114,甲壳龙,龙,坚硬脑袋,防尘,耐力宝可梦,1.1m,110.5kg,45,"['65', '95', '100', '60', '50', '50', '420']"
#0373,#115,暴飞龙,龙/飞行,威吓,自信过度,龙宝可梦,1.5m,102.6kg,45,"['95', '135', '80', '110', '80', '100', '600']"
#0443,#116,圆陆鲨,龙/地面,沙隐,粗糙皮肤,陆鲨宝可梦,0.7m,20.5kg,45,"['58', '70', '45', '40', '45', '42', '300']"
#0444,#117,尖牙陆鲨,龙/地面,沙隐,粗糙皮肤,洞穴宝可梦,1.4m,56.0kg,45,"['68', '90', '65', '50', '55', '82', '410']"
#0445,#118,烈咬陆鲨,龙/地面,沙隐,粗糙皮肤,音速宝可梦,1.9m,95.0kg,45,"['108', '130', '95', '80', '85', '102', '600']"
#0621,#119,赤面龙,龙,粗糙皮肤/强行,破格,洞穴宝可梦,1.6m,139.0kg,45,"['77', '120', '90', '60', '90', '48', '485']"
#0225,#120,信使鸟,冰/飞行,活力/干劲,不眠,搬运宝可梦,0.9m,16.0kg,45,"['45', '55', '45', '65', '45', '75', '330']"
#0613,#121,喷嚏熊,冰,雪隐/拨雪,胆怯,结冰宝可梦,0.5m,8.5kg,120,"['55', '70', '40', '60', '40', '40', '305']"
#0614,#122,冻原熊,冰,雪隐/拨雪,悠游自如,冻结宝可梦,2.6m,260.0kg,60,"['95', '130', '80', '70', '80', '50', '505']"
#0138,#123,菊石兽,岩石/水,硬壳盔甲/悠游自如,碎裂铠甲,漩涡宝可梦,0.4m,7.5kg,45,"['35', '40', '100', '90', '55', '35', '355']"
#0139,#124,多刺菊石兽,岩石/水,硬壳盔甲/悠游自如,碎裂铠甲,漩涡宝可梦,1.0m,35.0kg,45,"['70', '60', '125', '115', '70', '55', '495']"
#0140,#125,化石盔,岩石/水,战斗盔甲/悠游自如,碎裂铠甲,甲壳宝可梦,0.5m,11.5kg,45,"['30', '80', '90', '55', '45', '55', '355']"
#0141,#126,镰刀盔,岩石/水,战斗盔甲/悠游自如,碎裂铠甲,甲壳宝可梦,1.3m,40.5kg,45,"['60', '115', '105', '65', '70', '80', '495']"
#0142,#127,化石翼龙,岩石/飞行,坚硬脑袋/压迫感,紧张感,化石宝可梦,1.8m,59.0kg,45,"['80', '105', '65', '60', '75', '130', '515']"
#0703,#128,小碎钻,岩石/妖精,恆淨之軀,结实,宝石宝可梦,0.3m,5.7kg,60,"['50', '50', '150', '50', '150', '50', '500']"
#0374,#129,铁哑铃,钢/超能力,恒净之躯,轻金属,铁球宝可梦,0.6m,95.2kg,3,"['40', '55', '80', '35', '60', '30', '300']"
#0375,#130,金属怪,钢/超能力,恒净之躯,轻金属,铁爪宝可梦,1.2m,202.5kg,3,"['60', '75', '100', '55', '80', '50', '420']"
#0376,#131,巨金怪,钢/超能力,恒净之躯,轻金属,铁足宝可梦,1.6m,550.0kg,3,"['80', '135', '130', '95', '90', '70', '600']"
#0854,#132,来悲茶,幽灵,碎裂铠甲,诅咒之躯,红茶宝可梦,0.1m,0.2kg,120,"['40', '45', '45', '74', '54', '50', '308']"
#0855,#133,怖思壶,幽灵,碎裂铠甲,诅咒之躯,红茶宝可梦,0.2m,0.4kg,60,"['60', '65', '65', '134', '114', '70', '508']"
#0447,#134,利欧路,格斗,不屈之心/精神力,恶作剧之心,波纹宝可梦,0.7m,20.2kg,75,"['40', '70', '40', '35', '40', '60', '285']"
#0448,#135,路卡利欧,格斗/钢,不屈之心/精神力,正义之心,波导宝可梦,1.2m,54.0kg,45,"['70', '110', '70', '115', '70', '90', '525']"
#0633,#136,单首龙,恶/龙,活力,,粗鲁宝可梦,0.8m,17.3kg,45,"['52', '65', '50', '45', '50', '38', '300']"
#0634,#137,双首暴龙,恶/龙,活力,,粗暴宝可梦,1.4m,50.0kg,45,"['72', '85', '70', '65', '70', '58', '420']"
#0635,#138,三首恶龙,恶/龙,飘浮,,凶暴宝可梦,1.8m,160.0kg,45,"['92', '105', '90', '125', '90', '98', '600']"
#0246,#139,幼基拉斯,岩石/地面,毅力,沙隐,岩石肤宝可梦,0.6m,72.0kg,45,"['50', '64', '50', '45', '50', '41', '300']"
#0247,#140,沙基拉斯,岩石/地面,蜕皮,,子弹宝可梦,1.2m,152.0kg,45,"['70', '84', '70', '65', '70', '51', '410']"
#0248,#141,班基拉斯,岩石/恶,扬沙,紧张感,铠甲宝可梦,2.0m,202.0kg,45,"['100', '134', '110', '95', '100', '61', '600']"
#0712,#142,冰宝,冰,冰冻之躯/我行我素,结实,冰块宝可梦,1.0m,99.5kg,255,"['55', '69', '85', '32', '35', '28', '304']"
#0713,#143,冰岩怪,冰,冰冻之躯/我行我素,结实,冰山宝可梦,2.0m,505.0kg,55,"['95', '117', '184', '44', '46', '28', '514']"
#0041,#144,超音蝠,毒/飞行,精神力,穿透,蝙蝠宝可梦,0.8m,7.5kg,255,"['40', '45', '35', '30', '40', '55', '245']"
#0042,#145,大嘴蝠,毒/飞行,精神力,穿透,蝙蝠宝可梦,1.6m,55.0kg,90,"['75', '80', '70', '65', '75', '90', '455']"
#0169,#146,叉字蝠,毒/飞行,精神力,穿透,蝙蝠宝可梦,1.8m,75.0kg,90,"['85', '90', '80', '70', '80', '130', '535']"
#0564,#147,原盖海龟,水/岩石,坚硬岩石/结实,悠游自如,古代龟宝可梦,0.7m,16.5kg,45,"['54', '78', '103', '53', '45', '22', '355']"
#0565,#148,肋骨海龟,水/岩石,坚硬岩石/结实,悠游自如,古代龟宝可梦,1.2m,81.0kg,45,"['74', '108', '133', '83', '65', '32', '495']"
#0566,#149,始祖小鸟,岩石/飞行,软弱,,远古鸟宝可梦,0.5m,9.5kg,45,"['55', '112', '45', '74', '45', '70', '401']"
#0567,#150,始祖大鸟,岩石/飞行,软弱,,远古鸟宝可梦,1.4m,32.0kg,45,"['75', '140', '65', '112', '65', '110', '567']"
#0343,#151,天秤偶,地面/超能力,飘浮,,泥偶宝可梦,0.5m,21.5kg,255,"['40', '40', '55', '40', '70', '55', '300']"
#0344,#152,念力土偶,地面/超能力,飘浮,,泥偶宝可梦,1.5m,108.0kg,90,"['60', '70', '105', '70', '120', '75', '500']"
#0622,#153,泥偶小人,地面/幽灵,笨拙/铁拳,无防守,魔像宝可梦,1.0m,92.0kg,190,"['59', '74', '50', '35', '50', '35', '303']"
#0623,#154,泥偶巨人,地面/幽灵,笨拙/铁拳,无防守,魔像宝可梦,2.8m,330.0kg,90,"['89', '124', '80', '55', '80', '55', '483']"
#0835,#155,来电汪,电,捡球,胆怯,小狗宝可梦,0.3m,13.5kg,255,"['59', '45', '50', '40', '50', '26', '270']"
#0836,#156,逐电犬,电,强壮之颚,好胜,狗宝可梦,1.0m,34.0kg,45,"['69', '90', '60', '90', '60', '121', '490']"
#0877,#157,莫鲁贝可,电/恶,饱了又饿,,双面宝可梦,0.3m,3.0kg,180,"['58', '95', '58', '70', '58', '97', '436']"
#0871,#158,啪嚓海胆,电,避雷针,电气制造者,海胆宝可梦,0.3m,1.0kg,75,"['48', '101', '95', '91', '85', '15', '435']"
#0363,#159,海豹球,冰/水,厚脂肪/冰冻之躯,迟钝,拍手宝可梦,0.8m,39.5kg,255,"['70', '40', '50', '55', '50', '25', '290']"
#0364,#160,海魔狮,冰/水,厚脂肪/冰冻之躯,迟钝,滚球宝可梦,1.1m,87.6kg,120,"['90', '60', '70', '75', '70', '45', '410']"
#0365,#161,帝牙海狮,冰/水,厚脂肪/冰冻之躯,迟钝,破冰宝可梦,1.4m,150.6kg,45,"['110', '80', '90', '95', '90', '65', '530']"
#0781,#162,破破舵轮,幽灵/草,钢能力者,,碎藻宝可梦,3.9m,210.0kg,25,"['70', '131', '100', '86', '90', '40', '517']"
#0821,#163,稚山雀,飞行,锐利目光/紧张感,健壮胸肌,小鸟宝可梦,0.2m,1.8kg,255,"['38', '47', '35', '33', '35', '57', '245']"
#0822,#164,蓝鸦,飞行,锐利目光/紧张感,健壮胸肌,乌鸦宝可梦,0.8m,16.0kg,120,"['68', '67', '55', '43', '55', '77', '365']"
#0823,#165,钢铠鸦,飞行/钢,压迫感/紧张感,镜甲,乌鸦宝可梦,2.2m,75.0kg,45,"['98', '87', '105', '53', '85', '67', '495']"
#0829,#166,幼棉棉,草,再生力/棉絮,孢子,花饰宝可梦,0.4m,2.2kg,190,"['40', '40', '60', '40', '60', '10', '250']"
#0830,#167,白蓬蓬,草,再生力/棉絮,孢子,棉饰宝可梦,0.5m,2.5kg,75,"['60', '50', '90', '80', '120', '60', '460']"
#0546,#168,木棉球,草/妖精,穿透/恶作剧之心,叶绿素,棉球宝可梦,0.3m,0.6kg,190,"['40', '27', '60', '37', '50', '66', '280']"
#0547,#169,风妖精,草/妖精,穿透/恶作剧之心,叶绿素,风隐宝可梦,0.7m,6.6kg,75,"['60', '67', '85', '77', '75', '116', '480']"
#0213,#170,壶壶,虫/岩石,贪吃鬼/结实,唱反调,发酵宝可梦,0.6m,20.5kg,190,"['20', '10', '230', '10', '230', '5', '505']"
#0876,#171,爱管侍,超能力/一般,同步/精神力,精神制造者,感情宝可梦,0.9m,28.0kg,30,"['60', '65', '55', '105', '95', '95', '475']"
#0446,#172,小卡比兽,一般,捡拾/厚脂肪,贪吃鬼,大胃王宝可梦,0.6m,105.0kg,50,"['135', '85', '40', '40', '85', '5', '390']"
#0143,#173,卡比兽,一般,厚脂肪/免疫,贪吃鬼,瞌睡宝可梦,2.1m,460.0kg,25,"['160', '110', '65', '65', '110', '30', '540']"
#0302,#174,勾魂眼,恶/幽灵,慢出/锐利目光,恶作剧之心,黑暗宝可梦,0.5m,11.0kg,45,"['50', '75', '75', '65', '65', '50', '380']"
#0303,#175,大嘴娃,钢/妖精,威吓/怪力钳,强行,欺骗宝可梦,0.6m,11.5kg,45,"['50', '85', '85', '55', '55', '50', '380']"
