全国编号,地区编号,名称,属性,普通特性,隐藏特性,类别,身高,体重,捕获率,种族值
#0409,#037,战槌龙,岩石,破格,强行,头锤宝可梦,1.6m,102.5kg,45,"['97', '165', '60', '65', '50', '58', '495']"
#0410,#038,盾甲龙,岩石/钢,结实,隔音,护盾宝可梦,0.5m,57.0kg,45,"['30', '42', '118', '42', '88', '30', '350']"
#0411,#039,护城龙,岩石/钢,结实,隔音,护盾宝可梦,1.3m,149.5kg,45,"['60', '52', '168', '47', '138', '30', '495']"
#0066,#040,腕力,格斗,毅力/无防守,不屈之心,怪力宝可梦,0.8m,19.5kg,180,"['70', '80', '50', '35', '35', '35', '305']"
#0067,#041,豪力,格斗,毅力/无防守,不屈之心,怪力宝可梦,1.5m,70.5kg,90,"['80', '100', '70', '50', '60', '45', '405']"
#0068,#042,怪力,格斗,毅力/无防守,不屈之心,怪力宝可梦,1.6m,130.0kg,45,"['90', '130', '80', '65', '85', '55', '505']"
#0054,#043,可达鸭,水,无关天气/湿气,悠游自如,鸭宝可梦,0.8m,19.6kg,190,"['50', '52', '48', '65', '50', '55', '320']"
#0055,#044,哥达鸭,水,无关天气/湿气,悠游自如,鸭宝可梦,1.7m,76.6kg,75,"['80', '82', '78', '95', '80', '85', '500']"
#0412,#045,结草儿,虫,蜕皮,防尘,蓑衣虫宝可梦,0.2m,3.4kg,120,"['40', '29', '45', '29', '45', '36', '224']"
#0413,#046,结草贵妇,虫/草,危险预知,防尘,蓑衣虫宝可梦,0.5m,6.5kg,45,"['60', '59', '85', '79', '105', '36', '424']"
#0414,#047,绅士蛾,虫/飞行,虫之预感,有色眼镜,蓑衣蛾宝可梦,0.9m,23.3kg,45,"['70', '94', '50', '94', '50', '66', '424']"
#0265,#048,刺尾虫,虫,鳞粉,逃跑,虫宝宝宝可梦,0.3m,3.6kg,255,"['45', '45', '35', '20', '30', '20', '195']"
#0266,#049,甲壳茧,虫,蜕皮,,蛹宝可梦,0.6m,10.0kg,120,"['50', '35', '55', '25', '25', '15', '205']"
#0267,#050,狩猎凤蝶,虫/飞行,虫之预感,斗争心,蝴蝶宝可梦,1.0m,28.4kg,45,"['60', '70', '50', '100', '50', '65', '395']"
#0268,#051,盾甲茧,虫,蜕皮,,蛹宝可梦,0.7m,11.5kg,120,"['50', '35', '55', '25', '25', '15', '205']"
#0269,#052,毒粉蛾,虫/毒,鳞粉,复眼,毒蛾宝可梦,1.2m,31.6kg,45,"['60', '50', '70', '50', '90', '65', '385']"
#0415,#053,三蜜蜂,虫/飞行,采蜜,活力,幼蜂宝可梦,0.3m,5.5kg,120,"['30', '30', '42', '30', '42', '70', '244']"
#0416,#054,蜂女王,虫/飞行,压迫感,紧张感,蜂巢宝可梦,1.2m,38.5kg,45,"['70', '80', '102', '80', '102', '40', '474']"
#0417,#055,帕奇利兹,电,捡拾/逃跑,蓄电,电松鼠宝可梦,0.4m,3.9kg,200,"['60', '45', '70', '45', '90', '95', '405']"
#0418,#056,泳圈鼬,水,悠游自如,水幕,海鼬宝可梦,0.7m,29.5kg,190,"['55', '65', '35', '60', '30', '85', '330']"
#0419,#057,浮潜鼬,水,悠游自如,水幕,海鼬宝可梦,1.1m,33.5kg,75,"['85', '105', '55', '85', '50', '115', '495']"
#0420,#058,樱花宝,草,叶绿素,,樱桃宝可梦,0.4m,3.3kg,190,"['45', '35', '45', '62', '53', '35', '275']"
#0421,#059,樱花儿,草,花之礼,,樱花宝可梦,0.5m,9.3kg,75,"['70', '60', '70', '87', '78', '85', '450']"
#0422,#060,无壳海兔,水,黏着/引水,沙之力,海兔宝可梦,0.3m,6.3kg,190,"['76', '48', '48', '57', '62', '34', '325']"
#0423,#061,海兔兽,水/地面,黏着/引水,沙之力,海兔宝可梦,0.9m,29.9kg,75,"['111', '83', '68', '92', '82', '39', '475']"
#0214,#062,赫拉克罗斯,虫/格斗,蟲之預感/毅力,自信过度,独角宝可梦,1.5m,54.0kg,45,"['80', '125', '75', '40', '95', '85', '500']"
#0190,#063,长尾怪手,一般,捡拾/逃跑,连续攻击,长尾宝可梦,0.8m,11.5kg,45,"['55', '70', '55', '40', '55', '85', '360']"
#0424,#064,双尾怪手,一般,捡拾/技术高手,连续攻击,长尾宝可梦,1.2m,20.3kg,45,"['75', '100', '66', '60', '66', '115', '482']"
#0425,#065,飘飘球,幽灵/飞行,轻装/引爆,受热激升,气球宝可梦,0.4m,1.2kg,125,"['90', '50', '34', '60', '44', '70', '348']"
#0426,#066,随风球,幽灵/飞行,轻装/引爆,受热激升,热气球宝可梦,1.2m,15.0kg,60,"['150', '80', '44', '90', '54', '80', '498']"
#0427,#067,卷卷耳,一般,笨拙/逃跑,柔软,兔子宝可梦,0.4m,5.5kg,190,"['55', '66', '44', '44', '56', '85', '350']"
#0428,#068,长耳兔,一般,笨拙/迷人之躯,柔软,兔子宝可梦,1.2m,33.3kg,60,"['65', '76', '84', '54', '96', '105', '480']"
#0092,#069,鬼斯,幽灵/毒,飘浮,,气体状宝可梦,1.3m,0.1kg,190,"['30', '35', '30', '100', '35', '80', '310']"
#0093,#070,鬼斯通,幽灵/毒,飘浮,,气体状宝可梦,1.6m,0.1kg,90,"['45', '50', '45', '115', '55', '95', '405']"
#0094,#071,耿鬼,幽灵/毒,诅咒之躯,,影子宝可梦,1.5m,40.5kg,45,"['60', '65', '60', '130', '75', '110', '500']"
#0200,#072,梦妖,幽灵,飘浮,,夜啼宝可梦,0.7m,1.0kg,45,"['60', '60', '60', '85', '85', '85', '435']"
#0429,#073,梦妖魔,幽灵,飘浮,,魔法宝可梦,0.9m,4.4kg,45,"['60', '60', '60', '105', '105', '105', '495']"
#0198,#074,黑暗鸦,惡/飞行,超幸运/不眠,恶作剧之心,黑暗宝可梦,0.5m,2.1kg,30,"['60', '85', '42', '85', '42', '91', '405']"
#0430,#075,乌鸦头头,惡/飞行,超幸运/不眠,自信过度,大头目宝可梦,0.9m,27.3kg,30,"['100', '125', '52', '105', '52', '71', '505']"
#0431,#076,魅力喵,一般,我行我素/柔软,锐利目光,装乖宝可梦,0.5m,3.9kg,190,"['49', '55', '42', '42', '37', '85', '310']"
#0432,#077,东施喵,一般,我行我素/厚脂肪,不服输,虎斑猫宝可梦,1.0m,43.8kg,75,"['71', '82', '64', '64', '59', '112', '452']"
#0118,#078,角金鱼,水,悠游自如/水幕,避雷针,金鱼宝可梦,0.6m,15.0kg,225,"['45', '67', '60', '35', '50', '63', '320']"
#0119,#079,金鱼王,水,悠游自如/水幕,避雷针,金鱼宝可梦,1.3m,39.0kg,60,"['80', '92', '65', '65', '80', '68', '450']"
#0339,#080,泥泥鳅,水/地面,危险预知/迟钝,湿润之躯,须鱼宝可梦,0.4m,1.9kg,190,"['50', '48', '43', '46', '41', '60', '288']"
#0340,#081,鲶鱼王,水/地面,危险预知/迟钝,湿润之躯,须鱼宝可梦,0.9m,23.6kg,75,"['110', '78', '73', '76', '71', '60', '468']"
#0433,#082,铃铛响,超能力,飘浮,,铃铛宝可梦,0.2m,0.6kg,120,"['45', '30', '50', '65', '50', '45', '285']"
#0358,#083,风铃铃,超能力,飘浮,,风铃宝可梦,0.6m,1.0kg,45,"['75', '50', '80', '95', '90', '65', '455']"
#0434,#084,臭鼬噗,毒/惡,恶臭/引爆,锐利目光,臭鼬宝可梦,0.4m,19.2kg,225,"['63', '63', '47', '41', '41', '74', '329']"
#0435,#085,坦克臭鼬,毒/惡,恶臭/引爆,锐利目光,臭鼬宝可梦,1.0m,38.0kg,60,"['103', '93', '67', '71', '61', '84', '479']"
#0307,#086,玛沙那,格斗/超能力,瑜伽之力,心灵感应,冥想宝可梦,0.6m,11.2kg,180,"['30', '40', '55', '40', '55', '60', '280']"
#0308,#087,恰雷姆,格斗/超能力,瑜伽之力,心灵感应,冥想宝可梦,1.3m,31.5kg,90,"['60', '60', '75', '60', '75', '80', '410']"
#0436,#088,铜镜怪,钢/超能力,飘浮/耐热,重金属,青铜宝可梦,0.5m,60.5kg,255,"['57', '24', '86', '24', '86', '23', '300']"
#0437,#089,青铜钟,钢/超能力,飘浮/耐热,重金属,铜钟宝可梦,1.3m,187.0kg,90,"['67', '89', '116', '79', '116', '33', '500']"
#0077,#090,小火马,火,引火/逃跑,火焰之躯,火马宝可梦,1.0m,30.0kg,190,"['50', '85', '55', '65', '65', '90', '410']"
#0078,#091,烈焰马,火,引火/逃跑,火焰之躯,火马宝可梦,1.7m,95.0kg,60,"['65', '100', '70', '80', '80', '105', '500']"
#0438,#092,盆才怪,岩石,结实/坚硬脑袋,胆怯,盆栽宝可梦,0.5m,15.0kg,255,"['50', '80', '95', '10', '45', '10', '290']"
#0185,#093,树才怪,岩石,结实/坚硬脑袋,胆怯,模仿宝可梦,1.2m,38.0kg,65,"['70', '100', '115', '30', '65', '30', '410']"
#0439,#094,魔尼尼,超能力/妖精,隔音/过滤,技术高手,默剧宝可梦,0.6m,13.0kg,145,"['20', '25', '45', '70', '90', '60', '310']"
#0122,#095,魔墙人偶,超能力/妖精,隔音/过滤,技术高手,屏障宝可梦,1.3m,54.5kg,45,"['40', '45', '65', '100', '120', '90', '460']"
#0440,#096,小福蛋,一般,自然回复/天恩,友情防守,家家酒宝可梦,0.6m,24.4kg,130,"['100', '5', '5', '15', '65', '30', '220']"
#0113,#097,吉利蛋,一般,自然回复/天恩,治愈之心,蛋宝可梦,1.1m,34.6kg,30,"['250', '5', '5', '35', '105', '50', '450']"
#0242,#098,幸福蛋,一般,自然回复/天恩,治愈之心,幸福宝可梦,1.5m,46.8kg,30,"['255', '10', '10', '75', '135', '55', '540']"
#0173,#099,皮宝宝,妖精,魔法防守/迷人之躯,友情防守,星形宝可梦,0.3m,3.0kg,150,"['50', '25', '28', '45', '55', '15', '218']"
#0035,#100,皮皮,妖精,魔法防守/迷人之躯,友情防守,妖精宝可梦,0.6m,7.5kg,150,"['70', '45', '48', '60', '65', '35', '323']"
#0036,#101,皮可西,妖精,魔法防守/迷人之躯,纯朴,妖精宝可梦,1.3m,40.0kg,25,"['95', '70', '73', '95', '90', '60', '483']"
#0441,#102,聒噪鸟,一般/飞行,锐利目光/蹒跚,健壮胸肌,音符宝可梦,0.5m,1.9kg,30,"['76', '65', '45', '92', '42', '91', '411']"
#0172,#103,皮丘,电,静电,避雷针,小鼠宝可梦,0.3m,2.0kg,190,"['20', '40', '15', '35', '35', '60', '205']"
#0025,#104,皮卡丘,电,静电,避雷针,鼠宝可梦,0.4m,6.0kg,190,"['35', '55', '40', '50', '50', '90', '320']"
#0026,#105,雷丘,电,静电,避雷针,鼠宝可梦,0.8m,30.0kg,75,"['60', '90', '55', '90', '80', '110', '485']"
#0163,#106,咕咕,一般/飞行,锐利目光/不眠,有色眼镜,猫头鹰宝可梦,0.7m,21.2kg,255,"['60', '30', '30', '36', '56', '50', '262']"
#0164,#107,猫头夜鹰,一般/飞行,锐利目光/不眠,有色眼镜,猫头鹰宝可梦,1.6m,40.8kg,90,"['100', '50', '50', '86', '96', '70', '452']"
#0442,#108,花岩怪,幽灵/惡,压迫感,穿透,封印宝可梦,1.0m,108.0kg,100,"['50', '92', '108', '92', '108', '35', '485']"
#0443,#109,圆陆鲨,龙/地面,沙隐,粗糙皮肤,陆鲨宝可梦,0.7m,20.5kg,45,"['58', '70', '45', '40', '45', '42', '300']"
#0444,#110,尖牙陆鲨,龙/地面,沙隐,粗糙皮肤,洞穴宝可梦,1.4m,56.0kg,45,"['68', '90', '65', '50', '55', '82', '410']"
#0445,#111,烈咬陆鲨,龙/地面,沙隐,粗糙皮肤,音速宝可梦,1.9m,95.0kg,45,"['108', '130', '95', '80', '85', '102', '600']"
#0446,#112,小卡比兽,一般,捡拾/厚脂肪,贪吃鬼,大胃王宝可梦,0.6m,105.0kg,50,"['135', '85', '40', '40', '85', '5', '390']"
#0143,#113,卡比兽,一般,免疫/厚脂肪,贪吃鬼,瞌睡宝可梦,2.1m,460.0kg,25,"['160', '110', '65', '65', '110', '30', '540']"
#0201,#114,未知图腾,超能力,飘浮,,象征宝可梦,0.5m,5.0kg,225,"['48', '72', '48', '72', '48', '48', '336']"
#0447,#115,利欧路,格斗,精神力/不屈之心,恶作剧之心,波纹宝可梦,0.7m,20.2kg,75,"['40', '70', '40', '35', '40', '60', '285']"
#0448,#116,路卡利欧,格斗/钢,精神力/不屈之心,正义之心,波导宝可梦,1.2m,54.0kg,45,"['70', '110', '70', '115', '70', '90', '525']"
#0194,#117,乌波,水/地面,储水/湿气,纯朴,水鱼宝可梦,0.4m,8.5kg,255,"['55', '45', '45', '25', '25', '15', '210']"
#0195,#118,沼王,水/地面,储水/湿气,纯朴,水鱼宝可梦,1.4m,75.0kg,90,"['95', '85', '85', '65', '65', '35', '430']"
#0278,#119,长翅鸥,水/飞行,锐利目光/湿润之躯,雨盘,海鸥宝可梦,0.6m,9.5kg,190,"['40', '30', '30', '55', '30', '85', '270']"
#0279,#120,大嘴鸥,水/飞行,锐利目光/降雨,雨盘,水鸟宝可梦,1.2m,28.0kg,45,"['60', '50', '100', '95', '70', '65', '440']"
#0203,#121,麒麟奇,一般/超能力,精神力/早起,食草,长颈宝可梦,1.5m,41.5kg,60,"['70', '80', '65', '90', '65', '85', '455']"
#0449,#122,沙河马,地面,扬沙,沙之力,河马宝可梦,0.8m,49.5kg,140,"['68', '72', '78', '38', '42', '32', '330']"
#0450,#123,河马兽,地面,扬沙,沙之力,重量宝可梦,2.0m,300.0kg,60,"['108', '112', '118', '68', '72', '47', '525']"
#0298,#124,露力丽,一般/妖精,大力士/厚脂肪,食草,水珠宝可梦,0.2m,2.0kg,150,"['50', '20', '40', '20', '40', '20', '190']"
#0183,#125,玛力露,水/妖精,大力士/厚脂肪,食草,水鼠宝可梦,0.4m,8.5kg,190,"['70', '20', '50', '20', '50', '40', '250']"
#0184,#126,玛力露丽,水/妖精,大力士/厚脂肪,食草,水兔宝可梦,0.8m,28.5kg,75,"['100', '50', '80', '60', '80', '50', '420']"
#0451,#127,钳尾蝎,毒/虫,狙击手/战斗盔甲,锐利目光,蝎子宝可梦,0.8m,12.0kg,120,"['40', '50', '90', '30', '55', '65', '330']"
#0452,#128,龙王蝎,毒/惡,狙击手/战斗盔甲,锐利目光,蝎怪宝可梦,1.3m,61.5kg,45,"['70', '90', '110', '60', '75', '95', '500']"
#0453,#129,不良蛙,毒/格斗,危险预知/干燥皮肤,毒手,毒击宝可梦,0.7m,23.0kg,140,"['48', '61', '40', '61', '40', '50', '300']"
#0454,#130,毒骷蛙,毒/格斗,危险预知/干燥皮肤,毒手,毒击宝可梦,1.3m,44.4kg,75,"['83', '106', '65', '86', '65', '85', '490']"
#0455,#131,尖牙笼,草,飘浮,,捕虫宝可梦,1.4m,27.0kg,200,"['74', '100', '72', '90', '72', '46', '454']"
#0223,#132,铁炮鱼,水,狙击手/活力,心情不定,喷射宝可梦,0.6m,12.0kg,190,"['35', '65', '35', '65', '35', '65', '300']"
#0224,#133,章鱼桶,水,吸盘/狙击手,心情不定,喷射宝可梦,0.9m,28.5kg,75,"['75', '105', '75', '105', '75', '45', '480']"
#0456,#134,荧光鱼,水,悠游自如/引水,水幕,飞翅鱼宝可梦,0.4m,7.0kg,190,"['49', '49', '56', '49', '61', '66', '330']"
#0457,#135,霓虹鱼,水,悠游自如/引水,水幕,霓虹宝可梦,1.2m,24.0kg,75,"['69', '69', '76', '69', '86', '91', '460']"
#0072,#136,玛瑙水母,水/毒,污泥浆/恒净之躯,雨盘,水母宝可梦,0.9m,45.5kg,190,"['40', '40', '35', '50', '100', '70', '335']"
#0073,#137,毒刺水母,水/毒,污泥浆/恒净之躯,雨盘,水母宝可梦,1.6m,55.0kg,60,"['80', '70', '65', '80', '120', '100', '515']"
#0349,#138,丑丑鱼,水,悠游自如/迟钝,适应力,鱼宝可梦,0.6m,7.4kg,255,"['20', '15', '20', '10', '55', '80', '200']"
#0350,#139,美纳斯,水,好胜/神奇鳞片,迷人之躯,慈爱宝可梦,6.2m,162.0kg,60,"['95', '60', '79', '100', '125', '81', '540']"
#0458,#140,小球飞鱼,水/飞行,悠游自如/储水,水幕,风筝宝可梦,1.0m,65.0kg,25,"['45', '20', '50', '60', '120', '50', '345']"
#0226,#141,巨翅飞鱼,水/飞行,悠游自如/储水,水幕,风筝宝可梦,2.1m,220.0kg,25,"['85', '40', '70', '80', '140', '70', '485']"
#0459,#142,雪笠怪,草/冰,降雪,隔音,树冰宝可梦,1.0m,50.5kg,120,"['60', '62', '50', '62', '60', '40', '334']"
#0460,#143,暴雪王,草/冰,降雪,隔音,树冰宝可梦,2.2m,135.5kg,60,"['90', '92', '75', '92', '85', '60', '494']"
#0215,#144,狃拉,惡/冰,锐利目光/精神力,顺手牵羊,钩爪宝可梦,0.9m,28.0kg,60,"['55', '95', '55', '35', '75', '115', '430']"
#0461,#145,玛狃拉,惡/冰,压迫感,顺手牵羊,钩爪宝可梦,1.1m,34.0kg,45,"['70', '120', '65', '45', '85', '125', '510']"
#0480,#146,由克希,超能力,飘浮,,知识宝可梦,0.3m,0.3kg,3,"['75', '75', '130', '75', '130', '95', '580']"
#0481,#147,艾姆利多,超能力,飘浮,,感情宝可梦,0.3m,0.3kg,3,"['80', '105', '105', '105', '105', '80', '580']"
#0482,#148,亚克诺姆,超能力,飘浮,,意志宝可梦,0.3m,0.3kg,3,"['75', '125', '70', '125', '70', '115', '580']"
#0483,#149,帝牙卢卡,钢/龙,压迫感,心灵感应,时间宝可梦,5.4m,683.0kg,3,"['100', '120', '120', '150', '100', '90', '680']"
#0484,#150,帕路奇亚,水/龙,压迫感,心灵感应,空间宝可梦,4.2m,336.0kg,3,"['90', '120', '100', '150', '120', '100', '680']"
#0490,#151,玛纳霏,水,湿润之躯,,回游宝可梦,0.3m,1.4kg,3,"['100', '100', '100', '100', '100', '100', '600']"
#0479,#152,洛托姆,电/幽灵,飘浮,,等离子宝可梦,0.3m,0.3kg,45,"['50', '50', '77', '95', '77', '91', '440']"
#0207,#153,天蝎,地面/飞行,沙隐/怪力钳,免疫,飞蝎宝可梦,1.1m,64.8kg,60,"['65', '75', '105', '35', '65', '85', '430']"
#0472,#154,天蝎王,地面/飞行,沙隐/怪力钳,毒疗,牙蝎宝可梦,2.0m,42.5kg,30,"['75', '95', '125', '45', '75', '95', '510']"
#0299,#155,朝北鼻,岩石,结实/磁力,沙之力,罗盘宝可梦,1.0m,97.0kg,255,"['30', '45', '135', '45', '90', '30', '375']"
#0476,#156,大朝北鼻,岩石/钢,结实/磁力,沙之力,罗盘宝可梦,1.4m,340.0kg,60,"['60', '55', '145', '75', '150', '40', '525']"
#0280,#157,拉鲁拉丝,超能力/妖精,同步/复制,心灵感应,心情宝可梦,0.4m,6.6kg,235,"['28', '25', '25', '45', '35', '40', '198']"
#0281,#158,奇鲁莉安,超能力/妖精,同步/复制,心灵感应,感情宝可梦,0.8m,20.2kg,120,"['38', '35', '35', '65', '55', '50', '278']"
#0282,#159,沙奈朵,超能力/妖精,同步/复制,心灵感应,包容宝可梦,1.6m,48.4kg,45,"['68', '65', '65', '125', '115', '80', '518']"
#0475,#160,艾路雷朵,超能力/格斗,锋锐/不屈之心,正义之心,利刃宝可梦,1.6m,52.0kg,45,"['68', '125', '65', '65', '115', '80', '518']"
#0108,#161,大舌头,一般,我行我素/迟钝,无关天气,舔舔宝可梦,1.2m,65.5kg,45,"['90', '55', '75', '60', '75', '30', '385']"
#0463,#162,大舌舔,一般,我行我素/迟钝,无关天气,舔舔宝可梦,1.7m,140.0kg,30,"['110', '85', '95', '80', '95', '50', '515']"
#0133,#163,伊布,一般,逃跑/适应力,危险预知,进化宝可梦,0.3m,6.5kg,45,"['55', '55', '50', '45', '65', '55', '325']"
#0134,#164,水伊布,水,储水,湿润之躯,吐泡宝可梦,1.0m,29.0kg,45,"['130', '65', '60', '110', '95', '65', '525']"
#0135,#165,雷伊布,电,蓄电,飞毛腿,雷宝可梦,0.8m,24.5kg,45,"['65', '65', '60', '110', '95', '130', '525']"
#0136,#166,火伊布,火,引火,毅力,火宝可梦,0.9m,25.0kg,45,"['65', '130', '60', '95', '110', '65', '525']"
#0196,#167,太阳伊布,超能力,同步,魔法镜,太阳宝可梦,0.9m,26.5kg,45,"['65', '65', '60', '130', '95', '110', '525']"
#0197,#168,月亮伊布,惡,同步,精神力,月光宝可梦,1.0m,27.0kg,45,"['95', '65', '110', '60', '130', '65', '525']"
#0470,#169,叶伊布,草,叶子防守,叶绿素,新绿宝可梦,1.0m,25.5kg,45,"['65', '110', '130', '60', '65', '95', '525']"
#0471,#170,冰伊布,冰,雪隐,冰冻之躯,新雪宝可梦,0.8m,25.9kg,45,"['65', '60', '110', '130', '95', '65', '525']"
#0333,#171,青绵鸟,一般/飞行,自然回复,无关天气,绵鸟宝可梦,0.4m,1.2kg,255,"['45', '40', '60', '40', '75', '50', '310']"
#0334,#172,七夕青鸟,龙/飞行,自然回复,无关天气,哼唱宝可梦,1.1m,20.6kg,45,"['75', '70', '90', '70', '105', '80', '490']"
#0175,#173,波克比,妖精,天恩/活力,超幸运,针球宝可梦,0.3m,1.5kg,190,"['35', '20', '65', '40', '65', '20', '245']"
#0176,#174,波克基古,妖精/飞行,天恩/活力,超幸运,幸福宝可梦,0.6m,3.2kg,75,"['55', '40', '85', '80', '105', '40', '405']"
#0468,#175,波克基斯,妖精/飞行,天恩/活力,超幸运,祝福宝可梦,1.5m,38.0kg,30,"['85', '50', '95', '120', '115', '80', '545']"
#0228,#176,戴鲁比,惡/火,引火/早起,紧张感,阴暗宝可梦,0.6m,10.8kg,120,"['45', '60', '30', '80', '50', '65', '330']"
#0229,#177,黑鲁加,惡/火,引火/早起,紧张感,阴暗宝可梦,1.4m,35.0kg,45,"['75', '90', '50', '110', '80', '95', '500']"
#0081,#178,小磁怪,电/钢,结实/磁力,分析,磁铁宝可梦,0.3m,6.0kg,190,"['25', '35', '70', '95', '55', '45', '325']"
#0082,#179,三合一磁怪,电/钢,结实/磁力,分析,磁铁宝可梦,1.0m,60.0kg,60,"['50', '60', '95', '120', '70', '70', '465']"
#0462,#180,自爆磁怪,电/钢,结实/磁力,分析,磁场宝可梦,1.2m,180.0kg,30,"['70', '70', '115', '130', '90', '60', '535']"
