全国编号,地区编号,名称,属性,普通特性,隐藏特性,类别,身高,体重,捕获率,种族值
#0053,#053,猫老大,一般,技术高手/柔软,紧张感,暹罗猫宝可梦,1.0m,32.0kg,90,"['65', '70', '60', '65', '65', '115', '440']"
#0054,#054,可达鸭,水,无关天气/湿气,悠游自如,鸭宝可梦,0.8m,19.6kg,190,"['50', '52', '48', '65', '50', '55', '320']"
#0055,#055,哥达鸭,水,无关天气/湿气,悠游自如,鸭宝可梦,1.7m,76.6kg,75,"['80', '82', '78', '95', '80', '85', '500']"
#0056,#056,猴怪,格斗,愤怒穴位/干劲,不服输,猪猴宝可梦,0.5m,28.0kg,190,"['40', '80', '35', '35', '45', '70', '305']"
#0057,#057,火爆猴,格斗,愤怒穴位/干劲,不服输,豬猴宝可梦,1.0m,32.0kg,75,"['65', '105', '60', '60', '70', '95', '455']"
#0058,#058,卡蒂狗,火,威吓/引火,正义之心,小狗宝可梦,0.7m,19.0kg,190,"['55', '70', '45', '70', '50', '60', '350']"
#0059,#059,风速狗,火,威吓/引火,正义之心,传说宝可梦,1.9m,155.0kg,75,"['90', '110', '80', '100', '80', '95', '555']"
#0060,#060,蚊香蝌蚪,水,湿气/储水,悠游自如,蝌蚪宝可梦,0.6m,12.4kg,255,"['40', '50', '40', '40', '40', '90', '300']"
#0061,#061,蚊香君,水,湿气/储水,悠游自如,蝌蚪宝可梦,1.0m,20.0kg,120,"['65', '65', '65', '50', '50', '90', '385']"
#0062,#062,蚊香泳士,水/格斗,湿气/储水,悠游自如,蝌蚪宝可梦,1.3m,54.0kg,45,"['90', '95', '95', '70', '90', '70', '510']"
#0063,#063,凯西,超能力,精神力/同步,魔法防守,念力宝可梦,0.9m,19.5kg,200,"['25', '20', '15', '105', '55', '90', '310']"
#0064,#064,勇基拉,超能力,精神力/同步,魔法防守,念力宝可梦,1.3m,56.5kg,100,"['40', '35', '30', '120', '70', '105', '400']"
#0065,#065,胡地,超能力,精神力/同步,魔法防守,念力宝可梦,1.5m,48.0kg,50,"['55', '50', '45', '135', '95', '120', '500']"
#0066,#066,腕力,格斗,无防守/毅力,不屈之心,怪力宝可梦,0.8m,19.5kg,180,"['70', '80', '50', '35', '35', '35', '305']"
#0067,#067,豪力,格斗,无防守/毅力,不屈之心,怪力宝可梦,1.5m,70.5kg,90,"['80', '100', '70', '50', '60', '45', '405']"
#0068,#068,怪力,格斗,无防守/毅力,不屈之心,怪力宝可梦,1.6m,130.0kg,45,"['90', '130', '80', '65', '85', '55', '505']"
#0069,#069,喇叭芽,草/毒,叶绿素,贪吃鬼,花宝可梦,0.7m,4.0kg,255,"['50', '75', '35', '70', '30', '40', '300']"
#0070,#070,口呆花,草/毒,叶绿素,贪吃鬼,捕蝇宝可梦,1.0m,6.4kg,120,"['65', '90', '50', '85', '45', '55', '390']"
#0071,#071,大食花,草/毒,叶绿素,贪吃鬼,捕蝇宝可梦,1.7m,15.5kg,45,"['80', '105', '65', '100', '70', '70', '490']"
#0072,#072,玛瑙水母,水/毒,污泥浆/恒净之躯,雨盘,水母宝可梦,0.9m,45.5kg,190,"['40', '40', '35', '50', '100', '70', '335']"
#0073,#073,毒刺水母,水/毒,污泥浆/恒净之躯,雨盘,水母宝可梦,1.6m,55.0kg,60,"['80', '70', '65', '80', '120', '100', '515']"
#0074,#074,小拳石,岩石/地面,坚硬脑袋/结实,沙隐,岩石宝可梦,0.4m,20.0kg,255,"['40', '80', '100', '30', '30', '20', '300']"
#0075,#075,隆隆石,岩石/地面,坚硬脑袋/结实,沙隐,岩石宝可梦,1.0m,105.0kg,120,"['55', '95', '115', '45', '45', '35', '390']"
#0076,#076,隆隆岩,岩石/地面,坚硬脑袋/结实,沙隐,重量级宝可梦,1.4m,300.0kg,45,"['80', '120', '130', '55', '65', '45', '495']"
#0077,#077,小火马,火,逃跑/引火,火焰之躯,火马宝可梦,1.0m,30.0kg,190,"['50', '85', '55', '65', '65', '90', '410']"
#0078,#078,烈焰马,火,逃跑/引火,火焰之躯,火马宝可梦,1.7m,95.0kg,60,"['65', '100', '70', '80', '80', '105', '500']"
#0079,#079,呆呆兽,水/超能力,我行我素/迟钝,再生力,憨憨宝可梦,1.2m,36.0kg,190,"['90', '65', '65', '40', '40', '15', '315']"
#0080,#080,呆壳兽,水/超能力,我行我素/迟钝,再生力,寄居蟹宝可梦,1.6m,78.5kg,75,"['95', '75', '110', '100', '80', '30', '490']"
#0081,#081,小磁怪,电/钢,磁力/结实,分析,磁铁宝可梦,0.3m,6.0kg,190,"['25', '35', '70', '95', '55', '45', '325']"
#0082,#082,三合一磁怪,电/钢,磁力/结实,分析,磁铁宝可梦,1.0m,60.0kg,60,"['50', '60', '95', '120', '70', '70', '465']"
#0083,#083,大葱鸭,一般/飞行,精神力/锐利目光,不服输,黄嘴鸭宝可梦,0.8m,15.0kg,45,"['52', '90', '55', '58', '62', '60', '377']"
#0084,#084,嘟嘟,一般/飞行,逃跑/早起,蹒跚,两头鸟宝可梦,1.4m,39.2kg,190,"['35', '85', '45', '35', '35', '75', '310']"
#0085,#085,嘟嘟利,一般/飞行,逃跑/早起,蹒跚,三头鸟宝可梦,1.8m,85.2kg,45,"['60', '110', '70', '60', '60', '110', '470']"
#0086,#086,小海狮,水,厚脂肪/湿润之躯,冰冻之躯,海狮宝可梦,1.1m,90.0kg,190,"['65', '45', '55', '45', '70', '45', '325']"
#0087,#087,白海狮,水/冰,厚脂肪/湿润之躯,冰冻之躯,海狮宝可梦,1.7m,120.0kg,75,"['90', '70', '80', '70', '95', '70', '475']"
#0088,#088,臭泥,毒,恶臭/黏着,毒手,污泥宝可梦,0.9m,30.0kg,190,"['80', '80', '50', '40', '50', '25', '325']"
#0089,#089,臭臭泥,毒,恶臭/黏着,毒手,污泥宝可梦,1.2m,30.0kg,75,"['105', '105', '75', '65', '100', '50', '500']"
#0090,#090,大舌贝,水,硬壳盔甲/连续攻击,防尘,双壳贝宝可梦,0.3m,4.0kg,190,"['30', '65', '100', '45', '25', '40', '305']"
#0091,#091,刺甲贝,水/冰,硬壳盔甲/连续攻击,防尘,双壳贝宝可梦,1.5m,132.5kg,60,"['50', '95', '180', '85', '45', '70', '525']"
#0092,#092,鬼斯,幽灵/毒,飘浮,,气体状宝可梦,1.3m,0.1kg,190,"['30', '35', '30', '100', '35', '80', '310']"
#0093,#093,鬼斯通,幽灵/毒,飘浮,,气体状宝可梦,1.6m,0.1kg,90,"['45', '50', '45', '115', '55', '95', '405']"
#0094,#094,耿鬼,幽灵/毒,诅咒之躯,,影子宝可梦,1.5m,40.5kg,45,"['60', '65', '60', '130', '75', '110', '500']"
#0095,#095,大岩蛇,岩石/地面,坚硬脑袋/结实,碎裂铠甲,岩蛇宝可梦,8.8m,210.0kg,45,"['35', '45', '160', '30', '45', '70', '385']"
#0096,#096,催眠貘,超能力,不眠/预知梦,精神力,催眠宝可梦,1.0m,32.4kg,190,"['60', '48', '45', '43', '90', '42', '328']"
#0097,#097,引梦貘人,超能力,不眠/预知梦,精神力,催眠宝可梦,1.6m,75.6kg,75,"['85', '73', '70', '73', '115', '67', '483']"
#0098,#098,大钳蟹,水,硬壳盔甲/怪力钳,强行,清水蟹宝可梦,0.4m,6.5kg,225,"['30', '105', '90', '25', '25', '50', '325']"
#0099,#099,巨钳蟹,水,硬壳盔甲/怪力钳,强行,钳子宝可梦,1.3m,60.0kg,60,"['55', '130', '115', '50', '50', '75', '475']"
#0100,#100,霹雳电球,电,隔音/静电,引爆,球宝可梦,0.5m,10.4kg,190,"['40', '30', '50', '55', '55', '100', '330']"
#0101,#101,顽皮雷弹,电,隔音/静电,引爆,球宝可梦,1.2m,66.6kg,60,"['60', '50', '70', '80', '80', '150', '490']"
#0102,#102,蛋蛋,草/超能力,叶绿素,收获,蛋宝可梦,0.4m,2.5kg,90,"['60', '40', '80', '60', '45', '40', '325']"
#0103,#103,椰蛋树,草/超能力,叶绿素,收获,椰子宝可梦,2.0m,120.0kg,45,"['95', '95', '85', '125', '75', '55', '530']"
#0104,#104,卡拉卡拉,地面,避雷针/坚硬脑袋,战斗盔甲,孤独宝可梦,0.4m,6.5kg,190,"['50', '50', '95', '40', '50', '35', '320']"
#0105,#105,嘎啦嘎啦,地面,避雷针/坚硬脑袋,战斗盔甲,爱骨宝可梦,1.0m,45.0kg,75,"['60', '80', '110', '50', '80', '45', '425']"
#0106,#106,飞腿郎,格斗,柔软/舍身,轻装,踢腿宝可梦,1.5m,49.8kg,45,"['50', '120', '53', '35', '110', '87', '455']"
#0107,#107,快拳郎,格斗,铁拳/锐利目光,精神力,拳击宝可梦,1.4m,50.2kg,45,"['50', '105', '79', '35', '110', '76', '455']"
#0108,#108,大舌头,一般,我行我素/迟钝,无关天气,舔舔宝可梦,1.2m,65.5kg,45,"['90', '55', '75', '60', '75', '30', '385']"
#0109,#109,瓦斯弹,毒,飘浮/化学变化气体,恶臭,毒气宝可梦,0.6m,1.0kg,190,"['40', '65', '95', '60', '45', '35', '340']"
#0110,#110,双弹瓦斯,毒,飘浮/化学变化气体,恶臭,毒气宝可梦,1.2m,9.5kg,60,"['65', '90', '120', '85', '70', '60', '490']"
#0111,#111,独角犀牛,地面/岩石,避雷针/坚硬脑袋,舍身,尖尖宝可梦,1.0m,115.0kg,120,"['80', '85', '95', '30', '30', '25', '345']"
#0112,#112,钻角犀兽,地面/岩石,避雷针/坚硬脑袋,舍身,钻锥宝可梦,1.9m,120.0kg,60,"['105', '130', '120', '45', '45', '40', '485']"
#0113,#113,吉利蛋,一般,自然回复/天恩,治愈之心,蛋宝可梦,1.1m,34.6kg,30,"['250', '5', '5', '35', '105', '50', '450']"
#0114,#114,蔓藤怪,草,叶子防守/叶绿素,再生力,藤蔓状宝可梦,1.0m,35.0kg,45,"['65', '55', '115', '100', '40', '60', '435']"
#0115,#115,袋兽,一般,胆量/早起,精神力,亲子宝可梦,2.2m,80.0kg,45,"['105', '95', '80', '40', '80', '90', '490']"
#0116,#116,墨海马,水,狙击手/悠游自如,湿气,龙宝可梦,0.4m,8.0kg,225,"['30', '40', '70', '70', '25', '60', '295']"
#0117,#117,海刺龙,水,狙击手/毒刺,湿气,龙宝可梦,1.2m,25.0kg,75,"['55', '65', '95', '95', '45', '85', '440']"
#0118,#118,角金鱼,水,悠游自如/水幕,避雷针,金鱼宝可梦,0.6m,15.0kg,225,"['45', '67', '60', '35', '50', '63', '320']"
#0119,#119,金鱼王,水,悠游自如/水幕,避雷针,金鱼宝可梦,1.3m,39.0kg,60,"['80', '92', '65', '65', '80', '68', '450']"
#0120,#120,海星星,水,发光/自然回复,分析,星形宝可梦,0.8m,34.5kg,225,"['30', '45', '55', '70', '55', '85', '340']"
#0121,#121,宝石海星,水/超能力,发光/自然回复,分析,谜宝可梦,1.1m,80.0kg,60,"['60', '75', '85', '100', '85', '115', '520']"
#0122,#122,魔墙人偶,超能力/妖精,隔音/过滤,技术高手,屏障宝可梦,1.3m,54.5kg,45,"['40', '45', '65', '100', '120', '90', '460']"
#0123,#123,飞天螳螂,虫/飞行,技术高手/蟲之預感,不屈之心,螳螂宝可梦,1.5m,56.0kg,45,"['70', '110', '80', '55', '80', '105', '500']"
#0124,#124,迷唇姐,冰/超能力,迟钝/预知梦,干燥皮肤,人形宝可梦,1.4m,40.6kg,45,"['65', '50', '35', '115', '95', '95', '455']"
#0125,#125,电击兽,电,静电,干劲,电击宝可梦,1.1m,30.0kg,45,"['65', '83', '57', '95', '85', '105', '490']"
#0126,#126,鸭嘴火兽,火,火焰之躯,干劲,吐火宝可梦,1.3m,44.5kg,45,"['65', '95', '57', '100', '85', '93', '495']"
#0127,#127,凯罗斯,虫,破格/怪力钳,自信过度,锹形虫宝可梦,1.5m,55.0kg,45,"['65', '125', '100', '55', '70', '85', '500']"
#0128,#128,肯泰罗,一般,威吓/愤怒穴位,强行,暴牛宝可梦,1.4m,88.4kg,45,"['75', '100', '95', '40', '70', '110', '490']"
#0129,#129,鲤鱼王,水,悠游自如,胆怯,鱼宝可梦,0.9m,10.0kg,255,"['20', '10', '55', '15', '20', '80', '200']"
#0130,#130,暴鲤龙,水/飞行,威吓,自信过度,凶恶宝可梦,6.5m,235.0kg,45,"['95', '125', '79', '60', '100', '81', '540']"
#0131,#131,拉普拉斯,水/冰,硬壳盔甲/储水,湿润之躯,乘载宝可梦,2.5m,220.0kg,45,"['130', '85', '80', '85', '95', '60', '535']"
#0132,#132,百变怪,一般,柔软,变身者,变身宝可梦,0.3m,4.0kg,35,"['48', '48', '48', '48', '48', '48', '288']"
#0133,#133,伊布,一般,逃跑/适应力,危险预知,进化宝可梦,0.3m,6.5kg,45,"['55', '55', '50', '45', '65', '55', '325']"
#0134,#134,水伊布,水,储水,湿润之躯,吐泡宝可梦,1.0m,29.0kg,45,"['130', '65', '60', '110', '95', '65', '525']"
#0135,#135,雷伊布,电,蓄电,飞毛腿,雷宝可梦,0.8m,24.5kg,45,"['65', '65', '60', '110', '95', '130', '525']"
#0136,#136,火伊布,火,引火,毅力,火宝可梦,0.9m,25.0kg,45,"['65', '130', '60', '95', '110', '65', '525']"
#0137,#137,多边兽,一般,下载/复制,分析,虚拟宝可梦,0.8m,36.5kg,45,"['65', '60', '70', '85', '75', '40', '395']"
#0138,#138,菊石兽,岩石/水,硬壳盔甲/悠游自如,碎裂铠甲,漩涡宝可梦,0.4m,7.5kg,45,"['35', '40', '100', '90', '55', '35', '355']"
#0139,#139,多刺菊石兽,岩石/水,硬壳盔甲/悠游自如,碎裂铠甲,漩涡宝可梦,1.0m,35.0kg,45,"['70', '60', '125', '115', '70', '55', '495']"
#0140,#140,化石盔,岩石/水,悠游自如/战斗盔甲,碎裂铠甲,甲壳宝可梦,0.5m,11.5kg,45,"['30', '80', '90', '55', '45', '55', '355']"
#0141,#141,镰刀盔,岩石/水,悠游自如/战斗盔甲,碎裂铠甲,甲壳宝可梦,1.3m,40.5kg,45,"['60', '115', '105', '65', '70', '80', '495']"
#0142,#142,化石翼龙,岩石/飞行,压迫感/坚硬脑袋,紧张感,化石宝可梦,1.8m,59.0kg,45,"['80', '105', '65', '60', '75', '130', '515']"
#0143,#143,卡比兽,一般,免疫/厚脂肪,贪吃鬼,瞌睡宝可梦,2.1m,460.0kg,25,"['160', '110', '65', '65', '110', '30', '540']"
#0144,#144,急冻鸟,冰/飞行,压迫感,雪隐,冰冻宝可梦,1.7m,55.4kg,3,"['90', '85', '100', '95', '125', '85', '580']"
#0145,#145,闪电鸟,电/飞行,压迫感,静电,电击宝可梦,1.6m,52.6kg,3,"['90', '90', '85', '125', '90', '100', '580']"
#0146,#146,火焰鸟,火/飞行,压迫感,火焰之躯,火焰宝可梦,2.0m,60.0kg,3,"['90', '100', '90', '125', '85', '90', '580']"
#0147,#147,迷你龙,龙,蜕皮,神奇鱗片,龙宝可梦,1.8m,3.3kg,45,"['41', '64', '45', '50', '50', '50', '300']"
#0148,#148,哈克龙,龙,蜕皮,神奇鱗片,龙宝可梦,4.0m,16.5kg,45,"['61', '84', '65', '70', '70', '70', '420']"
#0149,#149,快龙,龙/飞行,精神力,多重鳞片,龙宝可梦,2.2m,210.0kg,45,"['91', '134', '95', '100', '100', '80', '600']"
#0150,#150,超梦,超能力,压迫感,紧张感,基因宝可梦,2.0m,122.0kg,3,"['106', '110', '90', '154', '90', '130', '680']"
#0151,#151,梦幻,超能力,同步,,新种宝可梦,0.4m,4.0kg,45,"['100', '100', '100', '100', '100', '100', '600']"
#0808,#152,美錄坦,鋼,磁力,,螺帽宝可梦,0.2m,8.0kg,3,"['46', '65', '65', '55', '35', '34', '300']"
#0809,#153,美錄梅塔,鋼,铁拳,,螺帽宝可梦,2.5m,800.0kg,3,"['135', '143', '143', '80', '65', '34', '600']"
