全国编号,地区编号,名称,属性,普通特性,隐藏特性,类别,身高,体重,捕获率,种族值
#0661,#019,小箭雀,一般/飞行,健壮胸肌,疾风之翼,知更鸟宝可梦,0.3m,1.7kg,255,"['45', '50', '43', '40', '38', '62', '278']"
#0662,#020,火箭雀,火/飞行,火焰之軀,疾风之翼,火花宝可梦,0.7m,16.0kg,120,"['62', '73', '55', '56', '52', '84', '382']"
#0663,#021,烈箭鹰,火/飞行,火焰之躯,疾风之翼,烈火宝可梦,1.2m,24.5kg,45,"['78', '81', '71', '74', '69', '126', '499']"
#0921,#022,布拨,电,自然回复/静电,铁拳,鼠宝可梦,0.3m,2.5kg,190,"['45', '50', '20', '40', '25', '60', '240']"
#0922,#023,布土拨,电/格斗,自然回复/蓄电,铁拳,鼠宝可梦,0.4m,6.5kg,80,"['60', '75', '40', '50', '40', '85', '350']"
#0923,#024,巴布土拨,电/格斗,自然回复/蓄电,铁拳,押掌宝可梦,0.9m,41.0kg,45,"['70', '115', '70', '70', '60', '105', '490']"
#0228,#025,戴鲁比,恶/火,引火/早起,紧张感,阴暗宝可梦,0.6m,10.8kg,120,"['45', '60', '30', '80', '50', '65', '330']"
#0229,#026,黑鲁加,恶/火,引火/早起,紧张感,阴暗宝可梦,1.4m,35.0kg,45,"['75', '90', '50', '110', '80', '95', '500']"
#0734,#027,猫鼬少,一般,蹲守/强壮之颚,适应力,巡回宝可梦,0.4m,6.0kg,255,"['48', '70', '30', '30', '30', '45', '253']"
#0735,#028,猫鼬探长,一般,蹲守/强壮之颚,适应力,蹲守宝可梦,0.7m,14.2kg,127,"['88', '110', '60', '55', '60', '45', '418']"
#0819,#029,贪心栗鼠,一般,颊囊,贪吃鬼,贪吃宝可梦,0.3m,2.5kg,255,"['70', '55', '55', '35', '35', '25', '275']"
#0820,#030,藏饱栗鼠,一般,颊囊,贪吃鬼,贪欲宝可梦,0.6m,6.0kg,90,"['120', '95', '95', '55', '75', '20', '460']"
#0191,#031,向日种子,草,叶绿素/太阳之力,早起,种子宝可梦,0.3m,1.8kg,235,"['30', '30', '30', '30', '30', '30', '180']"
#0192,#032,向日花怪,草,叶绿素/太阳之力,早起,太阳宝可梦,0.8m,8.5kg,120,"['75', '75', '55', '105', '85', '30', '425']"
#0401,#033,圆法师,虫,蜕皮,逃跑,蟋蟀宝可梦,0.3m,2.2kg,255,"['37', '25', '41', '25', '41', '25', '194']"
#0402,#034,音箱蟀,虫,蟲之預感,技术高手,蟋蟀宝可梦,1.0m,25.5kg,45,"['77', '85', '51', '55', '51', '65', '384']"
#0664,#035,粉蝶虫,虫,鳞粉/复眼,友情防守,喷粉宝可梦,0.3m,2.5kg,255,"['38', '35', '40', '27', '25', '35', '200']"
#0665,#036,粉蝶蛹,虫,蜕皮,友情防守,喷粉宝可梦,0.3m,8.4kg,120,"['45', '22', '60', '27', '30', '29', '213']"
#0666,#037,彩粉蝶,虫/飞行,鳞粉/复眼,友情防守,鳞粉宝可梦,1.2m,17.0kg,45,"['80', '52', '50', '90', '50', '89', '411']"
#0415,#038,三蜜蜂,虫/飞行,采蜜,活力,幼蜂宝可梦,0.3m,5.5kg,120,"['30', '30', '42', '30', '42', '70', '244']"
#0416,#039,蜂女王,虫/飞行,压迫感,紧张感,蜂巢宝可梦,1.2m,38.5kg,45,"['70', '80', '102', '80', '102', '40', '474']"
#0821,#040,稚山雀,飞行,锐利目光/紧张感,健壮胸肌,小鸟宝可梦,0.2m,1.8kg,255,"['38', '47', '35', '33', '35', '57', '245']"
#0822,#041,蓝鸦,飞行,锐利目光/紧张感,健壮胸肌,乌鸦宝可梦,0.8m,16.0kg,120,"['68', '67', '55', '43', '55', '77', '365']"
#0823,#042,钢铠鸦,飞行/钢,压迫感/紧张感,镜甲,乌鸦宝可梦,2.2m,75.0kg,45,"['98', '87', '105', '53', '85', '67', '495']"
#0440,#043,小福蛋,一般,自然回复/天恩,友情防守,家家酒宝可梦,0.6m,24.4kg,130,"['100', '5', '5', '15', '65', '30', '220']"
#0113,#044,吉利蛋,一般,自然回复/天恩,治愈之心,蛋宝可梦,1.1m,34.6kg,30,"['250', '5', '5', '35', '105', '50', '450']"
#0242,#045,幸福蛋,一般,自然回复/天恩,治愈之心,幸福宝可梦,1.5m,46.8kg,30,"['255', '10', '10', '75', '135', '55', '540']"
#0298,#046,露力丽,一般/妖精,大力士/厚脂肪,食草,水珠宝可梦,0.2m,2.0kg,150,"['50', '20', '40', '20', '40', '20', '190']"
#0183,#047,玛力露,水/妖精,大力士/厚脂肪,食草,水鼠宝可梦,0.4m,8.5kg,190,"['70', '20', '50', '20', '50', '40', '250']"
#0184,#048,玛力露丽,水/妖精,大力士/厚脂肪,食草,水兔宝可梦,0.8m,28.5kg,75,"['100', '50', '80', '60', '80', '50', '420']"
#0283,#049,溜溜糖球,虫/水,悠游自如,雨盘,水黾宝可梦,0.5m,1.7kg,200,"['40', '30', '32', '50', '52', '65', '269']"
#0284,#050,雨翅蛾,虫/飞行,威吓,紧张感,眼珠宝可梦,0.8m,3.6kg,75,"['70', '60', '62', '100', '82', '80', '454']"
#0418,#051,泳圈鼬,水,悠游自如,水幕,海鼬宝可梦,0.7m,29.5kg,190,"['55', '65', '35', '60', '30', '85', '330']"
#0419,#052,浮潜鼬,水,悠游自如,水幕,海鼬宝可梦,1.1m,33.5kg,75,"['85', '105', '55', '85', '50', '115', '495']"
#0194,#053,乌波,毒/地面,储水/湿气,纯朴,水鱼宝可梦,0.4m,8.5kg,255,"['55', '45', '45', '25', '25', '15', '210']"
#0980,#054,土王,毒/地面,毒刺/储水,纯朴,刺鱼宝可梦,1.8m,223.0kg,90,"['130', '75', '60', '45', '100', '20', '430']"
#0054,#055,可达鸭,水,无关天气/湿气,悠游自如,鸭宝可梦,0.8m,19.6kg,190,"['50', '52', '48', '65', '50', '55', '320']"
#0055,#056,哥达鸭,水,无关天气/湿气,悠游自如,鸭宝可梦,1.7m,76.6kg,75,"['80', '82', '78', '95', '80', '85', '500']"
#0833,#057,咬咬龟,水,硬壳盔甲/强壮之颚,悠游自如,咬住宝可梦,0.3m,8.5kg,255,"['50', '64', '50', '38', '38', '44', '284']"
#0834,#058,暴噬龟,水/岩石,硬壳盔甲/强壮之颚,悠游自如,紧咬宝可梦,1.0m,115.5kg,75,"['90', '115', '90', '48', '68', '74', '485']"
#0174,#059,宝宝丁,一般/妖精,好胜/迷人之躯,友情防守,气球宝可梦,0.3m,1.0kg,170,"['90', '30', '15', '40', '20', '15', '210']"
#0039,#060,胖丁,一般/妖精,好胜/迷人之躯,友情防守,气球宝可梦,0.5m,5.5kg,170,"['115', '45', '20', '45', '25', '20', '270']"
#0040,#061,胖可丁,一般/妖精,好胜/迷人之躯,察觉,气球宝可梦,1.0m,12.0kg,50,"['140', '70', '45', '85', '50', '45', '435']"
#0280,#062,拉鲁拉丝,超能力/妖精,同步/复制,心灵感应,心情宝可梦,0.4m,6.6kg,235,"['28', '25', '25', '45', '35', '40', '198']"
#0281,#063,奇鲁莉安,超能力/妖精,同步/复制,心灵感应,感情宝可梦,0.8m,20.2kg,120,"['38', '35', '35', '65', '55', '50', '278']"
#0282,#064,沙奈朵,超能力/妖精,同步/复制,心灵感应,包容宝可梦,1.6m,48.4kg,45,"['68', '65', '65', '125', '115', '80', '518']"
#0475,#065,艾路雷朵,超能力/格斗,锋锐/不屈之心,正义之心,利刃宝可梦,1.6m,52.0kg,45,"['68', '125', '65', '65', '115', '80', '518']"
#0096,#066,催眠貘,超能力,预知梦/不眠,精神力,催眠宝可梦,1.0m,32.4kg,190,"['60', '48', '45', '43', '90', '42', '328']"
#0097,#067,引梦貘人,超能力,预知梦/不眠,精神力,催眠宝可梦,1.6m,75.6kg,75,"['85', '73', '70', '73', '115', '67', '483']"
#0092,#068,鬼斯,幽灵/毒,飘浮,,气体状宝可梦,1.3m,0.1kg,190,"['30', '35', '30', '100', '35', '80', '310']"
#0093,#069,鬼斯通,幽灵/毒,飘浮,,气体状宝可梦,1.6m,0.1kg,90,"['45', '50', '45', '115', '55', '95', '405']"
#0094,#070,耿鬼,幽灵/毒,诅咒之躯,,影子宝可梦,1.5m,40.5kg,45,"['60', '65', '60', '130', '75', '110', '500']"
#0924,#071,一对鼠,一般,捡拾/逃跑,我行我素,成对宝可梦,0.3m,1.8kg,150,"['50', '50', '45', '40', '45', '75', '305']"
#0925,#072,一家鼠,一般,友情防守/颊囊,技术高手,家族宝可梦,0.3m,2.3kg,75,"['74', '75', '70', '65', '75', '111', '470']"
#0172,#073,皮丘,电,静电,避雷针,小鼠宝可梦,0.3m,2.0kg,190,"['20', '40', '15', '35', '35', '60', '205']"
#0025,#074,皮卡丘,电,静电,避雷针,鼠宝可梦,0.4m,6.0kg,190,"['35', '55', '40', '50', '50', '90', '320']"
#0026,#075,雷丘,电,静电,避雷针,鼠宝可梦,0.8m,30.0kg,75,"['60', '90', '55', '90', '80', '110', '485']"
#0926,#076,狗仔包,妖精,我行我素,笨拙,小狗宝可梦,0.3m,10.9kg,190,"['37', '55', '70', '30', '55', '65', '312']"
#0927,#077,麻花犬,妖精,焦香之躯,芳香幕,狗宝可梦,0.5m,14.9kg,90,"['57', '80', '115', '50', '80', '95', '477']"
#0287,#078,懒人獭,一般,懒惰,,懒人宝可梦,0.8m,24.0kg,255,"['60', '60', '60', '35', '35', '30', '280']"
#0288,#079,过动猿,一般,干劲,,暴猿宝可梦,1.4m,46.5kg,120,"['80', '80', '80', '55', '55', '90', '440']"
#0289,#080,请假王,一般,懒惰,,怕麻烦宝可梦,2.0m,130.5kg,45,"['150', '160', '100', '95', '65', '100', '670']"
#0761,#081,甜竹竹,草,叶子防守/迟钝,甜幕,水果宝可梦,0.3m,3.2kg,235,"['42', '30', '38', '30', '38', '32', '210']"
#0762,#082,甜舞妮,草,叶子防守/迟钝,甜幕,水果宝可梦,0.7m,8.2kg,120,"['52', '40', '48', '40', '48', '62', '290']"
#0763,#083,甜冷美后,草,女王的威严/叶子防守,甜幕,水果宝可梦,1.2m,21.4kg,45,"['72', '120', '98', '50', '98', '72', '510']"
#0928,#084,迷你芙,草/一般,早起,收获,橄榄宝可梦,0.3m,6.5kg,255,"['41', '35', '45', '58', '51', '30', '260']"
#0929,#085,奥利纽,草/一般,早起,收获,橄榄宝可梦,0.6m,11.9kg,120,"['52', '53', '60', '78', '78', '33', '354']"
#0930,#086,奥利瓦,草/一般,掉出种子,收获,橄榄宝可梦,1.4m,48.2kg,45,"['78', '69', '90', '125', '109', '39', '510']"
#0438,#087,盆才怪,岩石,结实/坚硬脑袋,胆怯,盆栽宝可梦,0.5m,15.0kg,255,"['50', '80', '95', '10', '45', '10', '290']"
#0185,#088,树才怪,岩石,结实/坚硬脑袋,胆怯,模仿宝可梦,1.2m,38.0kg,65,"['70', '100', '115', '30', '65', '30', '410']"
#0744,#089,岩狗狗,岩石,干劲/锐利目光,不屈之心,小狗宝可梦,0.5m,9.2kg,190,"['45', '65', '40', '30', '40', '60', '280']"
#0745,#090,鬃岩狼人,岩石,锐利目光/拨沙,不屈之心,狼宝可梦,0.8m,25.0kg,90,"['75', '115', '65', '55', '65', '112', '487']"
#0837,#091,小炭仔,岩石,蒸汽机/耐热,引火,煤炭宝可梦,0.3m,12.0kg,255,"['30', '40', '50', '40', '50', '30', '240']"
#0838,#092,大炭车,岩石/火,蒸汽机/火焰之躯,引火,煤炭宝可梦,1.1m,78.0kg,120,"['80', '60', '90', '60', '70', '50', '410']"
#0839,#093,巨炭山,岩石/火,蒸汽机/火焰之躯,引火,煤炭宝可梦,2.8m,310.5kg,45,"['110', '80', '120', '80', '90', '30', '510']"
#0403,#094,小猫怪,电,斗争心/威吓,毅力,闪光宝可梦,0.5m,9.5kg,235,"['45', '65', '34', '40', '34', '45', '263']"
#0404,#095,勒克猫,电,斗争心/威吓,毅力,电光宝可梦,0.9m,30.5kg,120,"['60', '85', '49', '60', '49', '60', '363']"
#0405,#096,伦琴猫,电,斗争心/威吓,毅力,目光宝可梦,1.4m,42.0kg,45,"['80', '120', '79', '95', '79', '70', '523']"
#0396,#097,姆克儿,一般/飞行,锐利目光,捨身,椋鸟宝可梦,0.3m,2.0kg,255,"['40', '55', '30', '30', '30', '60', '245']"
#0397,#098,姆克鸟,一般/飞行,威吓,舍身,椋鸟宝可梦,0.6m,15.5kg,120,"['55', '75', '50', '40', '40', '80', '340']"
#0398,#099,姆克鹰,一般/飞行,威吓,舍身,猛禽宝可梦,1.2m,24.9kg,45,"['85', '120', '70', '50', '60', '100', '485']"
#0741,#100,花舞鸟,火/飞行,舞者,,舞蹈宝可梦,0.6m,3.4kg,45,"['75', '70', '70', '98', '70', '93', '476']"
#0179,#101,咩利羊,电,静电,正电,绵毛宝可梦,0.6m,7.8kg,235,"['55', '40', '40', '65', '45', '35', '280']"
#0180,#102,茸茸羊,电,静电,正电,绵毛宝可梦,0.8m,13.3kg,120,"['70', '55', '55', '80', '60', '45', '365']"
#0181,#103,电龙,电,静电,正电,灯宝可梦,1.4m,61.5kg,45,"['90', '75', '85', '115', '90', '55', '510']"
#0548,#104,百合根娃娃,草,叶绿素/我行我素,叶子防守,根茎宝可梦,0.5m,6.6kg,190,"['45', '35', '50', '70', '50', '30', '280']"
#0549,#105,裙儿小姐,草,叶绿素/我行我素,叶子防守,花饰宝可梦,1.1m,16.3kg,75,"['70', '60', '75', '110', '75', '90', '480']"
#0285,#106,蘑蘑菇,草,毒疗/孢子,飞毛腿,蘑菇宝可梦,0.4m,4.5kg,255,"['60', '40', '60', '40', '60', '35', '295']"
#0286,#107,斗笠菇,草/格斗,毒疗/孢子,技术高手,蘑菇宝可梦,1.2m,39.2kg,90,"['60', '130', '80', '60', '60', '70', '460']"
#0840,#108,啃果虫,草/龙,贪吃鬼/熟成,防弹,苹果居宝可梦,0.2m,0.5kg,255,"['40', '40', '80', '40', '40', '20', '260']"
#0841,#109,苹裹龙,草/龙,贪吃鬼/熟成,活力,苹果翅宝可梦,0.3m,1.0kg,45,"['70', '110', '80', '95', '60', '70', '485']"
#0842,#110,丰蜜龙,草/龙,贪吃鬼/熟成,厚脂肪,苹果汁宝可梦,0.4m,13.0kg,45,"['110', '85', '80', '100', '80', '30', '485']"
#0325,#111,跳跳猪,超能力,我行我素/厚脂肪,贪吃鬼,弹跳宝可梦,0.7m,30.6kg,255,"['60', '25', '35', '70', '80', '60', '330']"
#0326,#112,噗噗猪,超能力,我行我素/厚脂肪,贪吃鬼,操纵宝可梦,0.9m,71.5kg,60,"['80', '45', '65', '90', '110', '80', '470']"
#0931,#113,怒鹦哥,一般/飞行,威吓/活力,毅力,鹦鹉宝可梦,0.6m,2.4kg,190,"['82', '96', '51', '45', '51', '92', '417']"
#0200,#114,梦妖,幽灵,飘浮,,夜啼宝可梦,0.7m,1.0kg,45,"['60', '60', '60', '85', '85', '85', '435']"
#0429,#115,梦妖魔,幽灵,飘浮,,魔法宝可梦,0.9m,4.4kg,45,"['60', '60', '60', '105', '105', '105', '495']"
#0296,#116,幕下力士,格斗,毅力/厚脂肪,强行,毅力宝可梦,1.0m,86.4kg,180,"['72', '60', '30', '20', '30', '25', '237']"
#0297,#117,铁掌力士,格斗,毅力/厚脂肪,强行,猛推宝可梦,2.3m,253.8kg,200,"['144', '120', '60', '40', '60', '50', '474']"
#0739,#118,好胜蟹,格斗,怪力钳/铁拳,愤怒穴位,拳斗宝可梦,0.6m,7.0kg,225,"['47', '82', '57', '42', '47', '63', '338']"
#0740,#119,好胜毛蟹,格斗/冰,怪力钳/铁拳,愤怒穴位,毛蟹宝可梦,1.7m,180.0kg,60,"['97', '132', '77', '62', '67', '43', '478']"
#0757,#120,夜盗火蜥,毒/火,腐蚀,迟钝,毒蜥宝可梦,0.6m,4.8kg,120,"['48', '44', '40', '71', '40', '77', '320']"
#0758,#121,焰后蜥,毒/火,腐蚀,迟钝,毒蜥宝可梦,1.2m,22.2kg,45,"['68', '64', '60', '111', '60', '117', '480']"
#0231,#122,小小象,地面,捡拾,沙隐,长鼻宝可梦,0.5m,33.5kg,120,"['90', '60', '60', '40', '40', '40', '330']"
#0232,#123,顿甲,地面,结实,沙隐,铠甲宝可梦,1.1m,120.0kg,60,"['90', '120', '120', '60', '60', '50', '500']"
#0878,#124,铜象,钢,强行,重金属,像铜宝可梦,1.2m,100.0kg,190,"['72', '80', '49', '40', '49', '40', '330']"
#0879,#125,大王铜象,钢,强行,重金属,像铜宝可梦,3.0m,650.0kg,90,"['122', '130', '69', '80', '69', '30', '500']"
#0443,#126,圆陆鲨,龙/地面,沙隐,粗糙皮肤,陆鲨宝可梦,0.7m,20.5kg,45,"['58', '70', '45', '40', '45', '42', '300']"
#0444,#127,尖牙陆鲨,龙/地面,沙隐,粗糙皮肤,洞穴宝可梦,1.4m,56.0kg,45,"['68', '90', '65', '50', '55', '82', '410']"
#0445,#128,烈咬陆鲨,龙/地面,沙隐,粗糙皮肤,音速宝可梦,1.9m,95.0kg,45,"['108', '130', '95', '80', '85', '102', '600']"
#0932,#129,盐石宝,岩石,结实/洁净之盐,恒净之躯,岩盐宝可梦,0.4m,16.0kg,255,"['55', '55', '75', '35', '35', '25', '280']"
#0933,#130,盐石垒,岩石,结实/洁净之盐,恒净之躯,岩盐宝可梦,0.6m,105.0kg,120,"['60', '60', '100', '35', '65', '35', '355']"
#0934,#131,盐石巨灵,岩石,结实/洁净之盐,恒净之躯,岩盐宝可梦,2.3m,240.0kg,45,"['100', '100', '130', '45', '90', '35', '500']"
#0278,#132,长翅鸥,水/飞行,锐利目光/湿润之躯,雨盘,海鸥宝可梦,0.6m,9.5kg,190,"['40', '30', '30', '55', '30', '85', '270']"
#0279,#133,大嘴鸥,水/飞行,锐利目光/降雨,雨盘,水鸟宝可梦,1.2m,28.0kg,45,"['60', '50', '100', '95', '70', '65', '440']"
#0129,#134,鲤鱼王,水,悠游自如,胆怯,鱼宝可梦,0.9m,10.0kg,255,"['20', '10', '55', '15', '20', '80', '200']"
#0130,#135,暴鲤龙,水/飞行,威吓,自信过度,凶恶宝可梦,6.5m,235.0kg,45,"['95', '125', '79', '60', '100', '81', '540']"
#0846,#136,刺梭鱼,水,悠游自如,螺旋尾鳍,突击宝可梦,0.5m,1.0kg,255,"['41', '63', '40', '40', '30', '66', '280']"
#0847,#137,戽斗尖梭,水,悠游自如,螺旋尾鳍,穿刺宝可梦,1.3m,30.0kg,60,"['61', '123', '60', '60', '50', '136', '490']"
#0550,#138,野蛮鲈鱼,水,舍身/適應力,破格,粗暴宝可梦,1.0m,18.0kg,190,"['70', '92', '65', '80', '55', '98', '460']"
#0316,#139,溶食兽,毒,污泥浆/黏着,贪吃鬼,胃袋宝可梦,0.4m,10.3kg,225,"['70', '43', '53', '43', '53', '40', '302']"
#0317,#140,吞食兽,毒,污泥浆/黏着,贪吃鬼,毒袋宝可梦,1.7m,80.0kg,75,"['100', '73', '83', '73', '83', '55', '467']"
#0052,#141,喵喵,一般,捡拾/技术高手,紧张感,妖怪猫宝可梦,0.4m,4.2kg,255,"['40', '45', '35', '40', '40', '90', '290']"
#0053,#142,猫老大,一般,技术高手/柔软,紧张感,暹罗猫宝可梦,1.0m,32.0kg,90,"['65', '70', '60', '65', '65', '115', '440']"
#0425,#143,飘飘球,幽灵/飞行,轻装/引爆,受热激升,气球宝可梦,0.4m,1.2kg,125,"['90', '50', '34', '60', '44', '70', '348']"
#0426,#144,随风球,幽灵/飞行,轻装/引爆,受热激升,热气球宝可梦,1.2m,15.0kg,60,"['150', '80', '44', '90', '54', '80', '498']"
#0669,#145,花蓓蓓,妖精,花幕,共生,单朵宝可梦,0.1m,0.1kg,225,"['44', '38', '39', '61', '79', '42', '303']"
#0670,#146,花叶蒂,妖精,花幕,共生,单朵宝可梦,0.2m,0.9kg,120,"['54', '45', '47', '75', '98', '52', '371']"
#0671,#147,花洁夫人,妖精,花幕,共生,花园宝可梦,1.1m,10.0kg,45,"['78', '65', '68', '112', '154', '75', '552']"
#0050,#148,地鼠,地面,沙隐/沙穴,沙之力,鼹鼠宝可梦,0.2m,0.8kg,255,"['10', '55', '25', '35', '45', '95', '265']"
#0051,#149,三地鼠,地面,沙隐/沙穴,沙之力,鼹鼠宝可梦,0.7m,33.3kg,50,"['35', '100', '50', '50', '70', '120', '425']"
#0324,#150,煤炭龟,火,日照/白色煙霧,硬壳盔甲,煤炭宝可梦,0.5m,80.4kg,90,"['70', '85', '140', '85', '70', '20', '470']"
#0322,#151,呆火驼,火/地面,单纯/迟钝,我行我素,迟钝宝可梦,0.7m,24.0kg,255,"['60', '60', '40', '65', '45', '35', '305']"
#0323,#152,喷火驼,火/地面,熔岩铠甲/坚硬岩石,愤怒穴位,喷火宝可梦,1.9m,220.0kg,150,"['70', '100', '70', '105', '75', '40', '460']"
#0436,#153,铜镜怪,钢/超能力,飘浮/耐热,重金属,青铜宝可梦,0.5m,60.5kg,255,"['57', '24', '86', '24', '86', '23', '300']"
#0437,#154,青铜钟,钢/超能力,飘浮/耐热,重金属,铜钟宝可梦,1.3m,187.0kg,90,"['67', '89', '116', '79', '116', '33', '500']"
#0610,#155,牙牙,龙,斗争心/破格,紧张感,牙宝可梦,0.6m,18.0kg,75,"['46', '87', '60', '30', '40', '57', '320']"
#0611,#156,斧牙龙,龙,斗争心/破格,紧张感,颚斧宝可梦,1.0m,36.0kg,60,"['66', '117', '70', '40', '50', '67', '410']"
#0612,#157,双斧战龙,龙,斗争心/破格,紧张感,颚斧宝可梦,1.8m,105.5kg,45,"['76', '147', '90', '60', '70', '97', '540']"
#0056,#158,猴怪,格斗,干劲/愤怒穴位,不服输,猪猴宝可梦,0.5m,28.0kg,190,"['40', '80', '35', '35', '45', '70', '305']"
#0057,#159,火暴猴,格斗,干劲/愤怒穴位,不服输,豬猴宝可梦,1.0m,32.0kg,75,"['65', '105', '60', '60', '70', '95', '455']"
#0979,#160,弃世猴,格斗/幽灵,干劲/精神力,不服输,愤怒猴宝可梦,1.2m,56.0kg,45,"['110', '115', '80', '50', '90', '90', '535']"
#0307,#161,玛沙那,格斗/超能力,瑜伽之力,心灵感应,冥想宝可梦,0.6m,11.2kg,180,"['30', '40', '55', '40', '55', '60', '280']"
#0308,#162,恰雷姆,格斗/超能力,瑜伽之力,心灵感应,冥想宝可梦,1.3m,31.5kg,90,"['60', '60', '75', '60', '75', '80', '410']"
#0447,#163,利欧路,格斗,精神力/不屈之心,恶作剧之心,波纹宝可梦,0.7m,20.2kg,75,"['40', '70', '40', '35', '40', '60', '285']"
#0448,#164,路卡利欧,格斗/钢,精神力/不屈之心,正义之心,波导宝可梦,1.2m,54.0kg,45,"['70', '110', '70', '115', '70', '90', '525']"
#0935,#165,炭小侍,火,引火,火焰之躯,小火星宝可梦,0.6m,10.5kg,90,"['40', '50', '40', '50', '40', '35', '255']"
#0936,#166,红莲铠骑,火/超能力,引火,碎裂铠甲,火战士宝可梦,1.5m,85.0kg,25,"['85', '60', '100', '125', '80', '75', '525']"
#0937,#167,苍炎刃鬼,火/幽灵,引火,碎裂铠甲,火剑士宝可梦,1.6m,62.0kg,25,"['75', '125', '80', '60', '100', '85', '525']"
#0339,#168,泥泥鳅,水/地面,危险预知/迟钝,湿润之躯,须鱼宝可梦,0.4m,1.9kg,190,"['50', '48', '43', '46', '41', '60', '288']"
#0340,#169,鲶鱼王,水/地面,危险预知/迟钝,湿润之躯,须鱼宝可梦,0.9m,23.6kg,75,"['110', '78', '73', '76', '71', '60', '468']"
#0938,#170,光蚪仔,电,静电/我行我素,湿气,电蝌蚪宝可梦,0.3m,0.4kg,190,"['61', '31', '41', '59', '35', '45', '272']"
#0939,#171,电肚蛙,电,静电/电力转换,湿气,电蛙宝可梦,1.2m,113.0kg,50,"['109', '64', '91', '103', '83', '45', '495']"
#0704,#172,黏黏宝,龙,食草/湿润之躯,黏滑,软体生物宝可梦,0.3m,2.8kg,45,"['45', '50', '35', '55', '75', '40', '300']"
#0705,#173,黏美儿,龙,食草/湿润之躯,黏滑,软体生物宝可梦,0.8m,17.5kg,45,"['68', '75', '53', '83', '113', '60', '452']"
#0706,#174,黏美龙,龙,食草/湿润之躯,黏滑,龙宝可梦,2.0m,150.5kg,45,"['90', '100', '70', '110', '150', '80', '600']"
#0453,#175,不良蛙,毒/格斗,危险预知/干燥皮肤,毒手,毒击宝可梦,0.7m,23.0kg,140,"['48', '61', '40', '61', '40', '50', '300']"
#0454,#176,毒骷蛙,毒/格斗,危险预知/干燥皮肤,毒手,毒击宝可梦,1.3m,44.4kg,75,"['83', '106', '65', '86', '65', '85', '490']"
#0940,#177,电海燕,电/飞行,蓄电/风力发电,好胜,海燕宝可梦,0.4m,3.6kg,180,"['40', '40', '35', '55', '40', '70', '280']"
#0941,#178,大电海燕,电/飞行,蓄电/风力发电,好胜,军舰鸟宝可梦,1.4m,38.6kg,90,"['70', '70', '60', '105', '60', '125', '490']"
