全国编号,地区编号,名称,属性,普通特性,隐藏特性,类别,身高,体重,捕获率,种族值
#0071,#025,大食花,草/毒,叶绿素,贪吃鬼,捕蝇宝可梦,1.7m,15.5kg,45,"['80', '105', '65', '100', '70', '70', '490']"
#0161,#026,尾立,一般,逃跑/锐利目光,察觉,放哨宝可梦,0.8m,6.0kg,255,"['35', '46', '34', '35', '45', '20', '215']"
#0162,#027,大尾立,一般,逃跑/锐利目光,察觉,长躯干宝可梦,1.8m,32.5kg,90,"['85', '76', '64', '45', '55', '90', '415']"
#0396,#028,姆克儿,一般/飞行,锐利目光,捨身,椋鸟宝可梦,0.3m,2.0kg,255,"['40', '55', '30', '30', '30', '60', '245']"
#0397,#029,姆克鸟,一般/飞行,威吓,舍身,椋鸟宝可梦,0.6m,15.5kg,120,"['55', '75', '50', '40', '40', '80', '340']"
#0398,#030,姆克鹰,一般/飞行,威吓,舍身,猛禽宝可梦,1.2m,24.9kg,45,"['85', '120', '70', '50', '60', '100', '485']"
#0753,#031,伪螳草,草,叶子防守,唱反调,镰草宝可梦,0.3m,1.5kg,190,"['40', '55', '35', '50', '35', '35', '250']"
#0754,#032,兰螳花,草,叶子防守,唱反调,花镰宝可梦,0.9m,18.5kg,75,"['70', '105', '90', '80', '90', '45', '480']"
#0840,#033,啃果虫,草/龙,熟成/贪吃鬼,防弹,苹果居宝可梦,0.2m,0.5kg,255,"['40', '40', '80', '40', '40', '20', '260']"
#0841,#034,苹裹龙,草/龙,熟成/贪吃鬼,活力,苹果翅宝可梦,0.3m,1.0kg,45,"['70', '110', '80', '95', '60', '70', '485']"
#0842,#035,丰蜜龙,草/龙,熟成/贪吃鬼,厚脂肪,苹果汁宝可梦,0.4m,13.0kg,45,"['110', '85', '80', '100', '80', '30', '485']"
#1011,#036,裹蜜虫,草/龙,甘露之蜜/贪吃鬼,黏着,糖苹果宝可梦,0.4m,4.4kg,45,"['80', '80', '110', '95', '80', '40', '485']"
#0037,#037,六尾,火,引火,日照,狐狸宝可梦,0.6m,9.9kg,190,"['38', '41', '40', '50', '65', '65', '299']"
#0038,#038,九尾,火,引火,日照,狐狸宝可梦,1.1m,19.9kg,75,"['73', '76', '75', '81', '100', '100', '505']"
#0060,#039,蚊香蝌蚪,水,储水/湿气,悠游自如,蝌蚪宝可梦,0.6m,12.4kg,255,"['40', '50', '40', '40', '40', '90', '300']"
#0061,#040,蚊香君,水,储水/湿气,悠游自如,蝌蚪宝可梦,1.0m,20.0kg,120,"['65', '65', '65', '50', '50', '90', '385']"
#0062,#041,蚊香泳士,水/格斗,储水/湿气,悠游自如,蝌蚪宝可梦,1.3m,54.0kg,45,"['90', '95', '95', '70', '90', '70', '510']"
#0186,#042,蚊香蛙皇,水,储水/湿气,降雨,蛙宝可梦,1.1m,33.9kg,45,"['90', '75', '75', '90', '100', '70', '500']"
#0129,#043,鲤鱼王,水,悠游自如,胆怯,鱼宝可梦,0.9m,10.0kg,255,"['20', '10', '55', '15', '20', '80', '200']"
#0130,#044,暴鲤龙,水/飞行,威吓,自信过度,凶恶宝可梦,6.5m,235.0kg,45,"['95', '125', '79', '60', '100', '81', '540']"
#0163,#045,咕咕,一般/飞行,不眠/锐利目光,有色眼镜,猫头鹰宝可梦,0.7m,21.2kg,255,"['60', '30', '30', '36', '56', '50', '262']"
#0164,#046,猫头夜鹰,一般/飞行,不眠/锐利目光,有色眼镜,猫头鹰宝可梦,1.6m,40.8kg,90,"['100', '50', '50', '86', '96', '70', '452']"
#0190,#047,长尾怪手,一般,逃跑/捡拾,连续攻击,长尾宝可梦,0.8m,11.5kg,45,"['55', '70', '55', '40', '55', '85', '360']"
#0424,#048,双尾怪手,一般,捡拾/技术高手,连续攻击,长尾宝可梦,1.2m,20.3kg,45,"['75', '100', '66', '60', '66', '115', '482']"
#0214,#049,赫拉克罗斯,虫/格斗,蟲之預感/毅力,自信过度,独角宝可梦,1.5m,54.0kg,45,"['80', '125', '75', '40', '95', '85', '500']"
#0220,#050,小山猪,冰/地面,雪隐/迟钝,厚脂肪,小猪宝可梦,0.4m,6.5kg,225,"['50', '50', '40', '30', '30', '50', '250']"
#0221,#051,长毛猪,冰/地面,雪隐/迟钝,厚脂肪,野猪宝可梦,1.1m,55.8kg,75,"['100', '100', '80', '60', '60', '50', '450']"
#0473,#052,象牙猪,冰/地面,雪隐/迟钝,厚脂肪,双牙宝可梦,2.5m,291.0kg,50,"['110', '130', '80', '70', '60', '80', '530']"
#0234,#053,惊角鹿,一般,察觉/威吓,食草,大角宝可梦,1.4m,71.2kg,45,"['73', '95', '62', '85', '65', '85', '465']"
#0273,#054,橡实果,草,叶绿素/早起,顺手牵羊,橡实宝可梦,0.5m,4.0kg,255,"['40', '40', '50', '30', '30', '30', '220']"
#0274,#055,长鼻叶,草/恶,叶绿素/早起,顺手牵羊,捉弄宝可梦,1.0m,28.0kg,120,"['70', '70', '40', '60', '40', '60', '340']"
#0275,#056,狡猾天狗,草/恶,叶绿素/乘风,顺手牵羊,邪恶宝可梦,1.3m,59.6kg,45,"['90', '100', '60', '90', '60', '80', '480']"
#0280,#057,拉鲁拉丝,超能力/妖精,复制/同步,心灵感应,心情宝可梦,0.4m,6.6kg,235,"['28', '25', '25', '45', '35', '40', '198']"
#0281,#058,奇鲁莉安,超能力/妖精,复制/同步,心灵感应,感情宝可梦,0.8m,20.2kg,120,"['38', '35', '35', '65', '55', '50', '278']"
#0282,#059,沙奈朵,超能力/妖精,复制/同步,心灵感应,包容宝可梦,1.6m,48.4kg,45,"['68', '65', '65', '125', '115', '80', '518']"
#0475,#060,艾路雷朵,超能力/格斗,锋锐/不屈之心,正义之心,利刃宝可梦,1.6m,52.0kg,45,"['68', '125', '65', '65', '115', '80', '518']"
#0401,#061,圆法师,虫,蜕皮,逃跑,蟋蟀宝可梦,0.3m,2.2kg,255,"['37', '25', '41', '25', '41', '25', '194']"
#0402,#062,音箱蟀,虫,蟲之預感,技术高手,蟋蟀宝可梦,1.0m,25.5kg,45,"['77', '85', '51', '55', '51', '65', '384']"
#0417,#063,帕奇利兹,电,逃跑/捡拾,蓄电,电松鼠宝可梦,0.4m,3.9kg,200,"['60', '45', '70', '45', '90', '95', '405']"
#0447,#064,利欧路,格斗,不屈之心/精神力,恶作剧之心,波纹宝可梦,0.7m,20.2kg,75,"['40', '70', '40', '35', '40', '60', '285']"
#0448,#065,路卡利欧,格斗/钢,不屈之心/精神力,正义之心,波导宝可梦,1.2m,54.0kg,45,"['70', '110', '70', '115', '70', '90', '525']"
#0548,#066,百合根娃娃,草,叶绿素/我行我素,叶子防守,根茎宝可梦,0.5m,6.6kg,190,"['45', '35', '50', '70', '50', '30', '280']"
#0549,#067,裙儿小姐,草,叶绿素/我行我素,叶子防守,花饰宝可梦,1.1m,16.3kg,75,"['70', '60', '75', '110', '75', '90', '480']"
#0708,#068,小木灵,幽灵/草,察觉/自然回复,收获,树桩宝可梦,0.4m,7.0kg,120,"['43', '70', '48', '50', '60', '38', '309']"
#0709,#069,朽木妖,幽灵/草,察觉/自然回复,收获,老树宝可梦,1.5m,71.0kg,60,"['85', '110', '76', '65', '82', '56', '474']"
#0744,#070,岩狗狗,岩石,锐利目光/干劲,不屈之心,小狗宝可梦,0.5m,9.2kg,190,"['45', '65', '40', '30', '40', '60', '280']"
#0745,#071,鬃岩狼人,岩石,拨沙/锐利目光,不屈之心,狼宝可梦,0.8m,25.0kg,90,"['75', '115', '65', '55', '65', '112', '487']"
#0819,#072,贪心栗鼠,一般,颊囊,贪吃鬼,贪吃宝可梦,0.3m,2.5kg,255,"['70', '55', '55', '35', '35', '25', '275']"
#0820,#073,藏饱栗鼠,一般,颊囊,贪吃鬼,贪欲宝可梦,0.6m,6.0kg,90,"['120', '95', '95', '55', '75', '20', '460']"
#0948,#074,原野水母,地面/草,菌丝之力,,木耳宝可梦,0.9m,33.0kg,190,"['40', '40', '35', '50', '100', '70', '335']"
#0949,#075,陆地水母,地面/草,菌丝之力,,木耳宝可梦,1.9m,58.0kg,90,"['80', '70', '65', '80', '120', '100', '515']"
#1012,#076,斯魔茶,草/幽灵,款待,耐热,抹茶宝可梦,0.1m,1.1kg,120,"['40', '45', '45', '74', '54', '50', '308']"
#1013,#077,来悲粗茶,草/幽灵,款待,耐热,抹茶宝可梦,0.2m,2.2kg,60,"['71', '60', '106', '121', '80', '70', '508']"
#0058,#078,卡蒂狗,火,引火/威吓,正义之心,小狗宝可梦,0.7m,19.0kg,190,"['55', '70', '45', '70', '50', '60', '350']"
#0059,#079,风速狗,火,引火/威吓,正义之心,传说宝可梦,1.9m,155.0kg,75,"['90', '110', '80', '100', '80', '95', '555']"
#0074,#080,小拳石,岩石/地面,坚硬脑袋/结实,沙隐,岩石宝可梦,0.4m,20.0kg,255,"['40', '80', '100', '30', '30', '20', '300']"
#0075,#081,隆隆石,岩石/地面,坚硬脑袋/结实,沙隐,岩石宝可梦,1.0m,105.0kg,120,"['55', '95', '115', '45', '45', '35', '390']"
#0076,#082,隆隆岩,岩石/地面,坚硬脑袋/结实,沙隐,重量级宝可梦,1.4m,300.0kg,45,"['80', '120', '130', '55', '65', '45', '495']"
#0438,#083,盆才怪,岩石,坚硬脑袋/结实,胆怯,盆栽宝可梦,0.5m,15.0kg,255,"['50', '80', '95', '10', '45', '10', '290']"
#0185,#084,树才怪,岩石,坚硬脑袋/结实,胆怯,模仿宝可梦,1.2m,38.0kg,65,"['70', '100', '115', '30', '65', '30', '410']"
#0532,#085,搬运小匠,格斗,毅力/强行,铁拳,筋骨宝可梦,0.6m,12.5kg,180,"['75', '80', '55', '25', '35', '35', '305']"
#0533,#086,铁骨土人,格斗,毅力/强行,铁拳,筋骨宝可梦,1.2m,40.0kg,90,"['85', '105', '85', '40', '50', '40', '405']"
#0534,#087,修建老匠,格斗,毅力/强行,铁拳,筋骨宝可梦,1.4m,87.0kg,45,"['105', '140', '95', '55', '65', '45', '505']"
#0714,#088,嗡蝠,飞行/龙,察觉/穿透,心灵感应,音波宝可梦,0.5m,8.0kg,190,"['40', '30', '35', '45', '40', '55', '245']"
#0715,#089,音波龙,飞行/龙,察觉/穿透,心灵感应,音波宝可梦,1.5m,85.0kg,45,"['85', '70', '80', '97', '80', '123', '535']"
#0846,#090,刺梭鱼,水,悠游自如,螺旋尾鳍,突击宝可梦,0.5m,1.0kg,255,"['41', '63', '40', '40', '30', '66', '280']"
#0847,#091,戽斗尖梭,水,悠游自如,螺旋尾鳍,穿刺宝可梦,1.3m,30.0kg,60,"['61', '123', '60', '60', '50', '136', '490']"
#0856,#092,迷布莉姆,超能力,治愈之心/危险预知,魔法镜,宁静宝可梦,0.4m,3.4kg,235,"['42', '30', '45', '56', '53', '39', '265']"
#0857,#093,提布莉姆,超能力,治愈之心/危险预知,魔法镜,肃静宝可梦,0.6m,4.8kg,120,"['57', '40', '65', '86', '73', '49', '370']"
#0858,#094,布莉姆温,超能力/妖精,治愈之心/危险预知,魔法镜,寂静宝可梦,2.1m,5.1kg,45,"['57', '90', '95', '136', '103', '29', '510']"
#0877,#095,莫鲁贝可,电/恶,饱了又饿,,双面宝可梦,0.3m,3.0kg,180,"['58', '95', '58', '70', '58', '97', '436']"
#0968,#096,拖拖蚓,钢,食土,沙隐,蚯蚓宝可梦,2.5m,310.0kg,25,"['70', '85', '145', '60', '55', '65', '480']"
#0924,#097,一对鼠,一般,逃跑/捡拾,我行我素,成对宝可梦,0.3m,1.8kg,150,"['50', '50', '45', '40', '45', '75', '305']"
#0925,#098,一家鼠,一般,友情防守/颊囊,技术高手,家族宝可梦,0.3m,2.3kg,75,"['74', '75', '70', '65', '75', '111', '470']"
#0056,#099,猴怪,格斗,干劲/愤怒穴位,不服输,猪猴宝可梦,0.5m,28.0kg,190,"['40', '80', '35', '35', '45', '70', '305']"
#0057,#100,火暴猴,格斗,干劲/愤怒穴位,不服输,豬猴宝可梦,1.0m,32.0kg,75,"['65', '105', '60', '60', '70', '95', '455']"
#0979,#101,弃世猴,格斗/幽灵,精神力/干劲,不服输,愤怒猴宝可梦,1.2m,56.0kg,45,"['110', '115', '80', '50', '90', '90', '535']"
#0446,#102,小卡比兽,一般,捡拾/厚脂肪,贪吃鬼,大胃王宝可梦,0.6m,105.0kg,50,"['135', '85', '40', '40', '85', '5', '390']"
#0143,#103,卡比兽,一般,厚脂肪/免疫,贪吃鬼,瞌睡宝可梦,2.1m,460.0kg,25,"['160', '110', '65', '65', '110', '30', '540']"
#0270,#104,莲叶童子,水/草,雨盘/悠游自如,我行我素,浮萍宝可梦,0.5m,2.6kg,255,"['40', '30', '30', '40', '50', '30', '220']"
#0271,#105,莲帽小童,水/草,雨盘/悠游自如,我行我素,爽朗宝可梦,1.2m,32.5kg,120,"['60', '50', '50', '60', '70', '50', '340']"
#0272,#106,乐天河童,水/草,雨盘/悠游自如,我行我素,乐天宝可梦,1.5m,55.0kg,45,"['80', '70', '70', '90', '100', '70', '480']"
#0299,#107,朝北鼻,岩石,磁力/结实,沙之力,罗盘宝可梦,1.0m,97.0kg,255,"['30', '45', '135', '45', '90', '30', '375']"
#0476,#108,大朝北鼻,岩石/钢,磁力/结实,沙之力,罗盘宝可梦,1.4m,340.0kg,60,"['60', '55', '145', '75', '150', '40', '525']"
#0403,#109,小猫怪,电,威吓/斗争心,毅力,闪光宝可梦,0.5m,9.5kg,235,"['45', '65', '34', '40', '34', '45', '263']"
#0404,#110,勒克猫,电,威吓/斗争心,毅力,电光宝可梦,0.9m,30.5kg,120,"['60', '85', '49', '60', '49', '60', '363']"
#0405,#111,伦琴猫,电,威吓/斗争心,毅力,目光宝可梦,1.4m,42.0kg,45,"['80', '120', '79', '95', '79', '70', '523']"
#0736,#112,强颚鸡母虫,虫,虫之预感,,幼虫宝可梦,0.4m,4.4kg,255,"['47', '62', '45', '55', '45', '46', '300']"
#0737,#113,虫电宝,虫/电,蓄电池,,蓄电池宝可梦,0.5m,10.5kg,120,"['57', '82', '95', '55', '75', '36', '400']"
#0738,#114,锹农炮虫,虫/电,飘浮,,锹形虫宝可梦,1.5m,45.0kg,45,"['77', '70', '90', '145', '75', '43', '500']"
#0741,#115,花舞鸟,幽灵/飞行,舞者,,舞蹈宝可梦,0.6m,3.4kg,45,"['75', '70', '70', '98', '70', '93', '476']"
#0027,#116,穿山鼠,地面,沙隐,拨沙,鼠宝可梦,0.6m,12.0kg,255,"['50', '75', '85', '20', '30', '40', '300']"
#0028,#117,穿山王,地面,沙隐,拨沙,鼠宝可梦,1.0m,29.5kg,90,"['75', '100', '110', '45', '55', '65', '450']"
#0092,#118,鬼斯,幽灵/毒,飘浮,,气体状宝可梦,1.3m,0.1kg,190,"['30', '35', '30', '100', '35', '80', '310']"
#0093,#119,鬼斯通,幽灵/毒,飘浮,,气体状宝可梦,1.6m,0.1kg,90,"['45', '50', '45', '115', '55', '95', '405']"
#0094,#120,耿鬼,幽灵/毒,诅咒之躯,,影子宝可梦,1.5m,40.5kg,45,"['60', '65', '60', '130', '75', '110', '500']"
#0207,#121,天蝎,地面/飞行,沙隐/怪力钳,免疫,飞蝎宝可梦,1.1m,64.8kg,60,"['65', '75', '105', '35', '65', '85', '430']"
#0472,#122,天蝎王,地面/飞行,沙隐/怪力钳,毒疗,牙蝎宝可梦,2.0m,42.5kg,30,"['75', '95', '125', '45', '75', '95', '510']"
#0228,#123,戴鲁比,恶/火,引火/早起,紧张感,阴暗宝可梦,0.6m,10.8kg,120,"['45', '60', '30', '80', '50', '65', '330']"
#0229,#124,黑鲁加,恶/火,引火/早起,紧张感,阴暗宝可梦,1.4m,35.0kg,45,"['75', '90', '50', '110', '80', '95', '500']"
#0325,#125,跳跳猪,超能力,厚脂肪/我行我素,贪吃鬼,弹跳宝可梦,0.7m,30.6kg,255,"['60', '25', '35', '70', '80', '60', '330']"
#0326,#126,噗噗猪,超能力,厚脂肪/我行我素,贪吃鬼,操纵宝可梦,0.9m,71.5kg,60,"['80', '45', '65', '90', '110', '80', '470']"
#0629,#127,秃鹰丫头,恶/飞行,健壮胸肌/防尘,碎裂铠甲,尿布宝可梦,0.5m,9.0kg,190,"['70', '55', '75', '45', '65', '60', '370']"
#0630,#128,秃鹰娜,恶/飞行,健壮胸肌/防尘,碎裂铠甲,骨鹰宝可梦,1.2m,39.5kg,60,"['110', '65', '105', '55', '95', '80', '510']"
#0749,#129,泥驴仔,地面,我行我素/持久力,精神力,驴宝可梦,1.0m,110.0kg,190,"['70', '100', '70', '45', '55', '45', '385']"
#0750,#130,重泥挽马,地面,我行我素/持久力,精神力,挽马宝可梦,2.5m,920.0kg,60,"['100', '125', '100', '55', '85', '35', '500']"
#0782,#131,心鳞宝,龙,防弹/隔音,防尘,鳞片宝可梦,0.6m,29.7kg,45,"['45', '55', '65', '45', '45', '45', '300']"
#0783,#132,鳞甲龙,龙/格斗,防弹/隔音,防尘,鳞片宝可梦,1.2m,47.0kg,45,"['55', '75', '90', '65', '70', '65', '420']"
#0784,#133,杖尾鳞甲龙,龙/格斗,防弹/隔音,防尘,鳞片宝可梦,1.6m,78.2kg,45,"['75', '110', '125', '100', '105', '85', '600']"
#0962,#134,下石鸟,飞行/恶,健壮胸肌/锐利目光,搬岩,掉东西宝可梦,1.5m,42.9kg,25,"['70', '103', '85', '60', '85', '82', '485']"
#0109,#135,瓦斯弹,毒,飘浮/化学变化气体,恶臭,毒气宝可梦,0.6m,1.0kg,190,"['40', '65', '95', '60', '45', '35', '340']"
#0110,#136,双弹瓦斯,毒,飘浮/化学变化气体,恶臭,毒气宝可梦,1.2m,9.5kg,60,"['65', '90', '120', '85', '70', '60', '490']"
#0619,#137,功夫鼬,格斗,再生力/精神力,舍身,武术宝可梦,0.9m,20.0kg,180,"['45', '85', '50', '55', '50', '65', '350']"
#0620,#138,师父鼬,格斗,再生力/精神力,舍身,武术宝可梦,1.4m,35.5kg,45,"['65', '125', '60', '95', '60', '105', '510']"
#0355,#139,夜巡灵,幽灵,飘浮,察觉,渡魂宝可梦,0.8m,15.0kg,190,"['20', '40', '90', '30', '90', '25', '295']"
#0356,#140,彷徨夜灵,幽灵,压迫感,察觉,招手宝可梦,1.6m,30.6kg,90,"['40', '70', '130', '60', '130', '25', '455']"
#0477,#141,黑夜魔灵,幽灵,压迫感,察觉,抓握宝可梦,2.2m,106.6kg,45,"['45', '100', '135', '65', '135', '45', '525']"
#0433,#142,铃铛响,超能力,飘浮,,铃铛宝可梦,0.2m,0.6kg,120,"['45', '30', '50', '65', '50', '45', '285']"
#0358,#143,风铃铃,超能力,飘浮,,风铃宝可梦,0.6m,1.0kg,45,"['75', '50', '80', '95', '90', '65', '455']"
#0218,#144,熔岩虫,火,火焰之躯/熔岩铠甲,碎裂铠甲,熔岩宝可梦,0.7m,35.0kg,190,"['40', '40', '40', '70', '40', '20', '250']"
#0219,#145,熔岩蜗牛,火/岩石,火焰之躯/熔岩铠甲,碎裂铠甲,熔岩宝可梦,0.8m,55.0kg,75,"['60', '50', '120', '90', '80', '30', '430']"
#0607,#146,烛光灵,幽灵/火,火焰之躯/引火,穿透,蜡烛宝可梦,0.3m,3.1kg,190,"['50', '30', '55', '65', '55', '20', '275']"
#0608,#147,灯火幽灵,幽灵/火,火焰之躯/引火,穿透,油灯宝可梦,0.6m,13.0kg,90,"['60', '40', '60', '95', '60', '55', '370']"
#0609,#148,水晶灯火灵,幽灵/火,火焰之躯/引火,穿透,引诱宝可梦,1.0m,34.3kg,45,"['60', '55', '90', '145', '90', '80', '520']"
#0283,#149,溜溜糖球,虫/水,悠游自如,雨盘,水黾宝可梦,0.5m,1.7kg,200,"['40', '30', '32', '50', '52', '65', '269']"
#0284,#150,雨翅蛾,虫/飞行,威吓,紧张感,眼珠宝可梦,0.8m,3.6kg,75,"['70', '60', '62', '100', '82', '80', '454']"
#0173,#151,皮宝宝,妖精,迷人之躯/魔法防守,友情防守,星形宝可梦,0.3m,3.0kg,150,"['50', '25', '28', '45', '55', '15', '218']"
#0035,#152,皮皮,妖精,迷人之躯/魔法防守,友情防守,妖精宝可梦,0.6m,7.5kg,150,"['70', '45', '48', '60', '65', '35', '323']"
#0036,#153,皮可西,妖精,迷人之躯/魔法防守,纯朴,妖精宝可梦,1.3m,40.0kg,25,"['95', '70', '73', '95', '90', '60', '483']"
#0436,#154,铜镜怪,钢/超能力,飘浮/耐热,重金属,青铜宝可梦,0.5m,60.5kg,255,"['57', '24', '86', '24', '86', '23', '300']"
#0437,#155,青铜钟,钢/超能力,飘浮/耐热,重金属,铜钟宝可梦,1.3m,187.0kg,90,"['67', '89', '116', '79', '116', '33', '500']"
#0969,#156,晶光芽,岩石/毒,毒满地,腐蚀,矿石宝可梦,0.7m,8.0kg,70,"['48', '35', '42', '105', '60', '60', '350']"
#0970,#157,晶光花,岩石/毒,毒满地,腐蚀,矿石宝可梦,1.5m,45.0kg,25,"['83', '55', '90', '130', '81', '86', '525']"
#0349,#158,丑丑鱼,水,迟钝/悠游自如,适应力,鱼宝可梦,0.6m,7.4kg,255,"['20', '15', '20', '10', '55', '80', '200']"
#0350,#159,美纳斯,水,神奇鳞片/好胜,迷人之躯,慈爱宝可梦,6.2m,162.0kg,60,"['95', '60', '79', '100', '125', '81', '540']"
#0206,#160,土龙弟弟,一般,逃跑/天恩,胆怯,地蛇宝可梦,1.5m,14.0kg,190,"['100', '70', '70', '65', '65', '45', '415']"
#0982,#161,土龙节节,一般,逃跑/天恩,胆怯,地蛇宝可梦,3.6m,39.2kg,45,"['125', '100', '80', '85', '75', '55', '520']"
#0339,#162,泥泥鳅,水/地面,迟钝/危险预知,湿润之躯,须鱼宝可梦,0.4m,1.9kg,190,"['50', '48', '43', '46', '41', '60', '288']"
#0340,#163,鲶鱼王,水/地面,迟钝/危险预知,湿润之躯,须鱼宝可梦,0.9m,23.6kg,75,"['110', '78', '73', '76', '71', '60', '468']"
#0443,#164,圆陆鲨,龙/地面,沙隐,粗糙皮肤,陆鲨宝可梦,0.7m,20.5kg,45,"['58', '70', '45', '40', '45', '42', '300']"
#0444,#165,尖牙陆鲨,龙/地面,沙隐,粗糙皮肤,洞穴宝可梦,1.4m,56.0kg,45,"['68', '90', '65', '50', '55', '82', '410']"
#0445,#166,烈咬陆鲨,龙/地面,沙隐,粗糙皮肤,音速宝可梦,1.9m,95.0kg,45,"['108', '130', '95', '80', '85', '102', '600']"
#0703,#167,小碎钻,岩石/妖精,恆淨之軀,结实,宝石宝可梦,0.3m,5.7kg,60,"['50', '50', '150', '50', '150', '50', '500']"
#0757,#168,夜盗火蜥,毒/火,腐蚀,迟钝,毒蜥宝可梦,0.6m,4.8kg,120,"['48', '44', '40', '71', '40', '77', '320']"
#0758,#169,焰后蜥,毒/火,腐蚀,迟钝,毒蜥宝可梦,1.2m,22.2kg,45,"['68', '64', '60', '111', '60', '117', '480']"
#0215,#170,狃拉,恶/冰,锐利目光/精神力,顺手牵羊,钩爪宝可梦,0.9m,28.0kg,60,"['55', '95', '55', '35', '75', '115', '430']"
#0461,#171,玛狃拉,恶/冰,压迫感,顺手牵羊,钩爪宝可梦,1.1m,34.0kg,45,"['70', '120', '65', '45', '85', '125', '510']"
#0361,#172,雪童子,冰,冰冻之躯/精神力,心情不定,雪笠宝可梦,0.7m,16.8kg,190,"['50', '50', '50', '50', '50', '50', '300']"
#0362,#173,冰鬼护,冰,冰冻之躯/精神力,心情不定,脸面宝可梦,1.5m,256.5kg,75,"['80', '80', '80', '80', '80', '80', '480']"
#0478,#174,雪妖女,冰/幽灵,雪隐,诅咒之躯,雪国宝可梦,1.3m,26.6kg,75,"['70', '80', '70', '80', '70', '110', '480']"
#0602,#175,麻麻小鱼,电,飘浮,,电鱼宝可梦,0.2m,0.3kg,190,"['35', '55', '40', '45', '40', '60', '275']"
#0603,#176,麻麻鳗,电,飘浮,,电鱼宝可梦,1.2m,22.0kg,60,"['65', '85', '70', '75', '70', '40', '405']"
