全国编号,地区编号,名称,属性,普通特性,隐藏特性,类别,身高,体重,捕获率,种族值
#0058,#051,卡蒂狗,火,威吓/引火,正义之心,小狗宝可梦,0.7m,19.0kg,190,"['55', '70', '45', '70', '50', '60', '350']"
#0059,#052,风速狗,火,威吓/引火,正义之心,传说宝可梦,1.9m,155.0kg,75,"['90', '110', '80', '100', '80', '95', '555']"
#0240,#053,鸭嘴宝宝,火,火焰之躯,干劲,火种宝可梦,0.7m,21.4kg,45,"['45', '75', '37', '70', '55', '83', '365']"
#0126,#054,鸭嘴火兽,火,火焰之躯,干劲,吐火宝可梦,1.3m,44.5kg,45,"['65', '95', '57', '100', '85', '93', '495']"
#0467,#055,鸭嘴炎兽,火,火焰之躯,干劲,爆炎宝可梦,1.6m,68.0kg,30,"['75', '95', '67', '125', '95', '83', '540']"
#0239,#056,电击怪,电,静电,干劲,电气宝可梦,0.6m,23.5kg,45,"['45', '63', '37', '65', '55', '95', '360']"
#0125,#057,电击兽,电,静电,干劲,电击宝可梦,1.1m,30.0kg,45,"['65', '83', '57', '95', '85', '105', '490']"
#0466,#058,电击魔兽,电,电气引擎,干劲,雷电宝可梦,1.8m,138.6kg,30,"['75', '123', '67', '95', '85', '95', '540']"
#0019,#059,小拉达,一般,毅力/逃跑,活力,鼠宝可梦,0.3m,3.5kg,255,"['30', '56', '35', '25', '35', '72', '253']"
#0020,#060,拉达,一般,毅力/逃跑,活力,鼠宝可梦,0.7m,18.5kg,127,"['55', '81', '60', '50', '70', '97', '413']"
#0041,#061,超音蝠,毒/飞行,精神力,穿透,蝙蝠宝可梦,0.8m,7.5kg,255,"['40', '45', '35', '30', '40', '55', '245']"
#0042,#062,大嘴蝠,毒/飞行,精神力,穿透,蝙蝠宝可梦,1.6m,55.0kg,90,"['75', '80', '70', '65', '75', '90', '455']"
#0169,#063,叉字蝠,毒/飞行,精神力,穿透,蝙蝠宝可梦,1.8m,75.0kg,90,"['85', '90', '80', '70', '80', '130', '535']"
#0088,#064,臭泥,毒,恶臭/黏着,毒手,污泥宝可梦,0.9m,30.0kg,190,"['80', '80', '50', '40', '50', '25', '325']"
#0089,#065,臭臭泥,毒,恶臭/黏着,毒手,污泥宝可梦,1.2m,30.0kg,75,"['105', '105', '75', '65', '100', '50', '500']"
#0527,#066,滚滚蝙蝠,超能力/飞行,笨拙/纯朴,单纯,蝙蝠宝可梦,0.4m,2.1kg,190,"['65', '45', '43', '55', '43', '72', '323']"
#0528,#067,心蝙蝠,超能力/飞行,笨拙/纯朴,单纯,求爱宝可梦,0.9m,10.5kg,45,"['67', '57', '55', '77', '55', '114', '425']"
#0524,#068,石丸子,岩石,结实/碎裂铠甲,沙之力,地幔宝可梦,0.4m,18.0kg,255,"['55', '75', '85', '25', '25', '15', '280']"
#0525,#069,地幔岩,岩石,结实/碎裂铠甲,沙之力,矿石宝可梦,0.9m,102.0kg,120,"['70', '105', '105', '50', '40', '20', '390']"
#0526,#070,庞岩怪,岩石,扬沙/结实,沙之力,高压宝可梦,1.7m,260.0kg,45,"['85', '135', '130', '60', '80', '25', '515']"
#0095,#071,大岩蛇,岩石/地面,结实/坚硬脑袋,碎裂铠甲,岩蛇宝可梦,8.8m,210.0kg,45,"['35', '45', '160', '30', '45', '70', '385']"
#0208,#072,大钢蛇,钢/地面,结实/坚硬脑袋,强行,铁蛇宝可梦,9.2m,400.0kg,25,"['75', '85', '200', '55', '65', '30', '510']"
#0532,#073,搬运小匠,格斗,毅力/强行,铁拳,筋骨宝可梦,0.6m,12.5kg,180,"['75', '80', '55', '25', '35', '35', '305']"
#0533,#074,铁骨土人,格斗,毅力/强行,铁拳,筋骨宝可梦,1.2m,40.0kg,90,"['85', '105', '85', '40', '50', '40', '405']"
#0534,#075,修建老匠,格斗,毅力/强行,铁拳,筋骨宝可梦,1.4m,87.0kg,45,"['105', '140', '95', '55', '65', '45', '505']"
#0529,#076,螺钉地鼠,地面,沙之力/拨沙,破格,鼹鼠宝可梦,0.3m,8.5kg,120,"['60', '85', '40', '30', '45', '68', '328']"
#0530,#077,龙头地鼠,地面/钢,沙之力/拨沙,破格,地底宝可梦,0.7m,40.4kg,60,"['110', '135', '60', '50', '65', '88', '508']"
#0300,#078,向尾喵,一般,一般皮肤/迷人之躯,奇迹皮肤,小猫宝可梦,0.6m,11.0kg,255,"['50', '45', '45', '35', '35', '50', '260']"
#0301,#079,优雅猫,一般,一般皮肤/迷人之躯,奇迹皮肤,清高宝可梦,1.1m,32.6kg,60,"['70', '65', '65', '55', '55', '90', '400']"
#0427,#080,卷卷耳,一般,笨拙/逃跑,柔软,兔子宝可梦,0.4m,5.5kg,190,"['55', '66', '44', '44', '56', '85', '350']"
#0428,#081,长耳兔,一般,笨拙/迷人之躯,柔软,兔子宝可梦,1.2m,33.3kg,60,"['65', '76', '84', '54', '96', '105', '480']"
#0546,#082,木棉球,草,恶作剧之心/穿透,叶绿素,棉球宝可梦,0.3m,0.6kg,190,"['40', '27', '60', '37', '50', '66', '280']"
#0547,#083,风妖精,草,恶作剧之心/穿透,叶绿素,风隐宝可梦,0.7m,6.6kg,75,"['60', '67', '85', '77', '75', '116', '480']"
#0548,#084,百合根娃娃,草,叶绿素/我行我素,叶子防守,根茎宝可梦,0.5m,6.6kg,190,"['45', '35', '50', '70', '50', '30', '280']"
#0549,#085,裙儿小姐,草,叶绿素/我行我素,叶子防守,花饰宝可梦,1.1m,16.3kg,75,"['70', '60', '75', '110', '75', '90', '480']"
#0517,#086,食梦梦,超能力,预知梦/同步,心灵感应,食梦宝可梦,0.6m,23.3kg,190,"['76', '25', '45', '67', '55', '24', '292']"
#0518,#087,梦梦蚀,超能力,预知梦/同步,心灵感应,半梦半醒宝可梦,1.1m,60.5kg,75,"['116', '55', '85', '107', '95', '29', '487']"
#0173,#088,皮宝宝,一般,魔法防守/迷人之躯,友情防守,星形宝可梦,0.3m,3.0kg,150,"['50', '25', '28', '45', '55', '15', '218']"
#0035,#089,皮皮,一般,魔法防守/迷人之躯,友情防守,妖精宝可梦,0.6m,7.5kg,150,"['70', '45', '48', '60', '65', '35', '323']"
#0036,#090,皮可西,一般,魔法防守/迷人之躯,纯朴,妖精宝可梦,1.3m,40.0kg,25,"['95', '70', '73', '95', '90', '60', '483']"
#0133,#091,伊布,一般,逃跑/适应力,危险预知,进化宝可梦,0.3m,6.5kg,45,"['55', '55', '50', '45', '65', '55', '325']"
#0134,#092,水伊布,水,储水,湿润之躯,吐泡宝可梦,1.0m,29.0kg,45,"['130', '65', '60', '110', '95', '65', '525']"
#0135,#093,雷伊布,电,蓄电,飞毛腿,雷宝可梦,0.8m,24.5kg,45,"['65', '65', '60', '110', '95', '130', '525']"
#0136,#094,火伊布,火,引火,毅力,火宝可梦,0.9m,25.0kg,45,"['65', '130', '60', '95', '110', '65', '525']"
#0196,#095,太阳伊布,超能力,同步,魔法镜,太阳宝可梦,0.9m,26.5kg,45,"['65', '65', '60', '130', '95', '110', '525']"
#0197,#096,月亮伊布,恶,同步,精神力,月光宝可梦,1.0m,27.0kg,45,"['95', '65', '110', '60', '130', '65', '525']"
#0470,#097,叶伊布,草,叶子防守,叶绿素,新绿宝可梦,1.0m,25.5kg,45,"['65', '110', '130', '60', '65', '95', '525']"
#0471,#098,冰伊布,冰,雪隐,冰冻之躯,新雪宝可梦,0.8m,25.9kg,45,"['65', '60', '110', '130', '95', '65', '525']"
#0551,#099,黑眼鳄,地面/恶,威吓/自信过度,愤怒穴位,沙漠鳄鱼宝可梦,0.7m,15.2kg,180,"['50', '72', '35', '35', '35', '65', '292']"
#0552,#100,混混鳄,地面/恶,威吓/自信过度,愤怒穴位,沙漠鳄鱼宝可梦,1.0m,33.4kg,90,"['60', '82', '45', '45', '45', '74', '351']"
#0553,#101,流氓鳄,地面/恶,威吓/自信过度,愤怒穴位,威吓宝可梦,1.5m,96.3kg,45,"['95', '117', '80', '65', '70', '92', '519']"
#0554,#102,火红不倒翁,火,活力,精神力,不倒翁宝可梦,0.6m,37.5kg,120,"['70', '90', '45', '15', '45', '50', '315']"
#0555,#103,达摩狒狒,火,強行,达摩模式,爆燃宝可梦,1.3m,92.9kg,60,"['105', '140', '55', '30', '55', '95', '480']"
#0550,#104,野蛮鲈鱼,水,舍身/適應力,破格,粗暴宝可梦,1.0m,18.0kg,190,"['70', '92', '65', '80', '55', '98', '460']"
#0568,#105,破破袋,毒,恶臭/黏着,引爆,垃圾袋宝可梦,0.6m,31.0kg,190,"['50', '50', '62', '40', '62', '65', '329']"
#0569,#106,灰尘山,毒,恶臭/碎裂铠甲,引爆,垃圾场宝可梦,1.9m,107.3kg,60,"['80', '95', '82', '60', '82', '75', '474']"
#0572,#107,泡沫栗鼠,一般,技术高手/迷人之躯,连续攻击,栗鼠宝可梦,0.4m,5.8kg,255,"['55', '50', '40', '40', '40', '75', '300']"
#0573,#108,奇诺栗鼠,一般,技术高手/迷人之躯,连续攻击,围巾宝可梦,0.5m,7.5kg,60,"['75', '95', '60', '65', '60', '115', '470']"
#0627,#109,毛头小鹰,一般/飞行,强行/锐利目光,活力,雏鹰宝可梦,0.5m,10.5kg,190,"['70', '83', '50', '37', '50', '60', '350']"
#0628,#110,勇士雄鹰,一般/飞行,强行/锐利目光,不服输,勇猛宝可梦,1.5m,41.0kg,60,"['100', '123', '75', '57', '75', '80', '510']"
#0629,#111,秃鹰丫头,恶/飞行,防尘/健壮胸肌,碎裂铠甲,尿布宝可梦,0.5m,9.0kg,190,"['70', '55', '75', '45', '65', '60', '370']"
#0630,#112,秃鹰娜,恶/飞行,防尘/健壮胸肌,碎裂铠甲,骨鹰宝可梦,1.2m,39.5kg,60,"['110', '65', '105', '55', '95', '80', '510']"
#0027,#113,穿山鼠,地面,沙隐,拨沙,鼠宝可梦,0.6m,12.0kg,255,"['50', '75', '85', '20', '30', '40', '300']"
#0028,#114,穿山王,地面,沙隐,拨沙,鼠宝可梦,1.0m,29.5kg,90,"['75', '100', '110', '45', '55', '65', '450']"
#0557,#115,石居蟹,虫/岩石,硬壳盔甲/结实,碎裂铠甲,石居宝可梦,0.3m,14.5kg,190,"['50', '65', '85', '35', '35', '55', '325']"
#0558,#116,岩殿居蟹,虫/岩石,硬壳盔甲/结实,碎裂铠甲,岩居宝可梦,1.4m,200.0kg,75,"['70', '105', '125', '65', '75', '45', '485']"
#0559,#117,滑滑小子,恶/格斗,蜕皮/自信过度,威吓,蜕皮宝可梦,0.6m,11.8kg,180,"['50', '75', '70', '35', '70', '48', '348']"
#0560,#118,头巾混混,恶/格斗,蜕皮/自信过度,威吓,恶党宝可梦,1.1m,30.0kg,90,"['65', '90', '115', '45', '115', '58', '488']"
#0556,#119,沙铃仙人掌,草,叶绿素/储水,引水,仙人掌宝可梦,1.0m,28.0kg,255,"['75', '86', '67', '106', '67', '60', '461']"
#0561,#120,象征鸟,超能力/飞行,魔法防守/奇迹皮肤,有色眼镜,似鸟宝可梦,1.4m,14.0kg,45,"['72', '58', '80', '103', '80', '97', '490']"
#0328,#121,大颚蚁,地面,怪力钳/沙穴,强行,蚁狮宝可梦,0.7m,15.0kg,255,"['45', '100', '45', '45', '45', '10', '290']"
#0329,#122,超音波幼虫,地面/龙,飘浮,,震动宝可梦,1.1m,15.3kg,120,"['50', '70', '50', '50', '50', '70', '340']"
#0330,#123,沙漠蜻蜓,地面/龙,飘浮,,神秘宝可梦,2.0m,82.0kg,45,"['80', '100', '80', '80', '80', '100', '520']"
#0562,#124,哭哭面具,幽灵,木乃伊,,魂宝可梦,0.5m,1.5kg,190,"['38', '30', '85', '55', '65', '30', '303']"
#0563,#125,死神棺,幽灵,木乃伊,,棺木宝可梦,1.7m,76.5kg,90,"['58', '50', '145', '95', '105', '30', '483']"
#0564,#126,原盖海龟,水/岩石,结实/坚硬岩石,悠游自如,古代龟宝可梦,0.7m,16.5kg,45,"['54', '78', '103', '53', '45', '22', '355']"
#0565,#127,肋骨海龟,水/岩石,结实/坚硬岩石,悠游自如,古代龟宝可梦,1.2m,81.0kg,45,"['74', '108', '133', '83', '65', '32', '495']"
#0566,#128,始祖小鸟,岩石/飞行,软弱,,远古鸟宝可梦,0.5m,9.5kg,45,"['55', '112', '45', '74', '45', '70', '401']"
#0567,#129,始祖大鸟,岩石/飞行,软弱,,远古鸟宝可梦,1.4m,32.0kg,45,"['75', '140', '65', '112', '65', '110', '567']"
#0599,#130,齿轮儿,钢,负电/正电,恒净之躯,齿轮宝可梦,0.3m,21.0kg,130,"['40', '55', '70', '45', '60', '30', '300']"
#0600,#131,齿轮组,钢,负电/正电,恒净之躯,齿轮宝可梦,0.6m,51.0kg,60,"['60', '80', '95', '70', '85', '50', '440']"
#0601,#132,齿轮怪,钢,负电/正电,恒净之躯,齿轮宝可梦,0.6m,81.0kg,30,"['60', '100', '115', '70', '85', '90', '520']"
#0406,#133,含羞苞,草/毒,自然回复/毒刺,叶子防守,花苞宝可梦,0.2m,1.2kg,255,"['40', '30', '35', '50', '70', '55', '280']"
#0315,#134,毒蔷薇,草/毒,自然回复/毒刺,叶子防守,荆棘宝可梦,0.3m,2.0kg,150,"['50', '60', '45', '100', '80', '65', '400']"
#0407,#135,罗丝雷朵,草/毒,自然回复/毒刺,技术高手,花束宝可梦,0.9m,14.5kg,75,"['60', '70', '65', '125', '105', '90', '515']"
#0574,#136,哥德宝宝,超能力,好胜/察觉,踩影,凝视宝可梦,0.4m,5.8kg,200,"['45', '30', '50', '55', '65', '45', '290']"
#0575,#137,哥德小童,超能力,察觉/好勝,踩影,操纵宝可梦,0.7m,18.0kg,100,"['60', '45', '70', '75', '85', '55', '390']"
#0576,#138,哥德小姐,超能力,察觉/好勝,踩影,天体宝可梦,1.5m,44.0kg,50,"['70', '55', '95', '95', '110', '65', '490']"
#0577,#139,单卵细胞球,超能力,魔法防守/防尘,再生力,细胞宝可梦,0.3m,1.0kg,200,"['45', '30', '40', '105', '50', '20', '290']"
#0578,#140,双卵细胞球,超能力,魔法防守/防尘,再生力,分割宝可梦,0.6m,8.0kg,100,"['65', '40', '50', '125', '60', '30', '370']"
#0579,#141,人造细胞卵,超能力,魔法防守/防尘,再生力,增幅宝可梦,1.0m,20.1kg,50,"['110', '65', '75', '125', '85', '30', '490']"
#0415,#142,三蜜蜂,虫/飞行,采蜜,活力,幼蜂宝可梦,0.3m,5.5kg,120,"['30', '30', '42', '30', '42', '70', '244']"
#0416,#143,蜂女王,虫/飞行,压迫感,紧张感,蜂巢宝可梦,1.2m,38.5kg,45,"['70', '80', '102', '80', '102', '40', '474']"
#0587,#144,电飞鼠,电/飞行,静电,电气引擎,飞鼠宝可梦,0.4m,5.0kg,200,"['55', '75', '60', '75', '60', '103', '428']"
#0214,#145,赫拉克罗斯,虫/格斗,蟲之預感/毅力,自信过度,独角宝可梦,1.5m,54.0kg,45,"['80', '125', '75', '40', '95', '85', '500']"
#0127,#146,凯罗斯,虫,破格/怪力钳,自信过度,锹形虫宝可梦,1.5m,55.0kg,45,"['65', '125', '100', '55', '70', '85', '500']"
#0522,#147,斑斑马,电,电气引擎/避雷针,食草,带电宝可梦,0.8m,29.8kg,190,"['45', '60', '32', '50', '32', '76', '295']"
#0523,#148,雷电斑马,电,电气引擎/避雷针,食草,雷电宝可梦,1.6m,79.5kg,75,"['75', '100', '63', '80', '63', '116', '497']"
#0418,#149,泳圈鼬,水,悠游自如,水幕,海鼬宝可梦,0.7m,29.5kg,190,"['55', '65', '35', '60', '30', '85', '330']"
#0419,#150,浮潜鼬,水,悠游自如,水幕,海鼬宝可梦,1.1m,33.5kg,75,"['85', '105', '55', '85', '50', '115', '495']"
#0570,#151,索罗亚,恶,幻觉,,恶狐宝可梦,0.7m,12.5kg,75,"['40', '65', '40', '80', '40', '65', '330']"
#0571,#152,索罗亚克,恶,幻觉,,妖狐宝可梦,1.6m,81.1kg,45,"['60', '105', '60', '120', '60', '105', '510']"
#0580,#153,鸭宝宝,水/飞行,锐利目光/健壮胸肌,湿润之躯,水鸟宝可梦,0.5m,5.5kg,190,"['62', '44', '50', '44', '50', '55', '305']"
#0581,#154,舞天鹅,水/飞行,锐利目光/健壮胸肌,湿润之躯,白鸟宝可梦,1.3m,24.2kg,45,"['75', '87', '63', '87', '63', '98', '473']"
#0588,#155,盖盖虫,虫,蜕皮/虫之预感,无防守,啃咬宝可梦,0.5m,5.9kg,200,"['50', '75', '45', '40', '45', '60', '315']"
#0589,#156,骑士蜗牛,虫/钢,蟲之預感/硬壳盔甲,防尘,骑兵宝可梦,1.0m,33.0kg,75,"['70', '135', '105', '60', '105', '20', '495']"
#0616,#157,小嘴蜗,虫,硬壳盔甲/湿润之躯,防尘,蜗牛宝可梦,0.4m,7.7kg,200,"['50', '40', '85', '40', '65', '25', '305']"
#0617,#158,敏捷虫,虫,黏着/湿润之躯,轻装,脱壳宝可梦,0.8m,25.3kg,75,"['80', '70', '40', '100', '60', '145', '495']"
#0585,#159,四季鹿,一般/草,叶绿素/食草,天恩,季节宝可梦,0.6m,19.5kg,190,"['60', '60', '50', '40', '50', '75', '335']"
#0586,#160,萌芽鹿,一般/草,叶绿素/食草,天恩,季节宝可梦,1.9m,92.5kg,75,"['80', '100', '70', '60', '70', '95', '475']"
#0590,#161,哎呀球菇,草/毒,孢子,再生力,蘑菇宝可梦,0.2m,1.0kg,190,"['69', '55', '45', '55', '55', '15', '294']"
#0591,#162,败露球菇,草/毒,孢子,再生力,蘑菇宝可梦,0.6m,10.5kg,75,"['114', '85', '70', '85', '80', '30', '464']"
#0351,#163,飘浮泡泡,一般,阴晴不定,,天气宝可梦,0.3m,0.8kg,45,"['70', '70', '70', '70', '70', '70', '420']"
#0299,#164,朝北鼻,岩石,结实/磁力,沙之力,罗盘宝可梦,1.0m,97.0kg,255,"['30', '45', '135', '45', '90', '30', '375']"
#0476,#165,大朝北鼻,岩石/钢,结实/磁力,沙之力,罗盘宝可梦,1.4m,340.0kg,60,"['60', '55', '145', '75', '150', '40', '525']"
#0304,#166,可可多拉,钢/岩石,结实/坚硬脑袋,重金属,铁铠宝可梦,0.4m,60.0kg,180,"['50', '70', '100', '40', '40', '30', '330']"
#0305,#167,可多拉,钢/岩石,结实/坚硬脑袋,重金属,铁铠宝可梦,0.9m,120.0kg,90,"['60', '90', '140', '50', '50', '40', '430']"
#0306,#168,波士可多拉,钢/岩石,结实/坚硬脑袋,重金属,铁铠宝可梦,2.1m,360.0kg,45,"['70', '110', '180', '60', '60', '50', '530']"
#0343,#169,天秤偶,地面/超能力,飘浮,,泥偶宝可梦,0.5m,21.5kg,255,"['40', '40', '55', '40', '70', '55', '300']"
#0344,#170,念力土偶,地面/超能力,飘浮,,泥偶宝可梦,1.5m,108.0kg,90,"['60', '70', '105', '70', '120', '75', '500']"
#0636,#171,燃烧虫,虫/火,火焰之躯,蟲之預感,火炬宝可梦,1.1m,28.8kg,45,"['55', '85', '55', '50', '55', '60', '360']"
#0637,#172,火神蛾,虫/火,火焰之躯,蟲之預感,太阳宝可梦,1.6m,46.0kg,15,"['85', '60', '65', '135', '105', '100', '550']"
#0595,#173,电电虫,虫/电,紧张感/复眼,蟲之預感,吸附宝可梦,0.1m,0.6kg,190,"['50', '47', '50', '57', '50', '65', '319']"
#0596,#174,电蜘蛛,虫/电,紧张感/复眼,蟲之預感,电蜘蛛宝可梦,0.8m,14.3kg,75,"['70', '77', '60', '97', '60', '108', '472']"
#0597,#175,种子铁球,草/钢,,铁刺,刺果宝可梦,0.6m,18.8kg,255,"['44', '50', '91', '24', '86', '10', '305']"
#0598,#176,坚果哑铃,草/钢,铁刺,危險預知,刺球宝可梦,1.0m,110.0kg,90,"['74', '94', '131', '54', '116', '20', '489']"
#0602,#177,麻麻小鱼,电,飘浮,,电鱼宝可梦,0.2m,0.3kg,190,"['35', '55', '40', '45', '40', '60', '275']"
